Wavelength,Reflectance
346.0,30.71
347.0,29.77
348.0,28.33
349.0,27.4
350.0,26.78
351.0,26.44
352.0,25.44
353.0,24.62
354.0,24.12
355.0,23.78
356.0,23.59
357.0,23.6
358.0,23.43
359.0,23.17
360.0,22.86
361.0,22.18
362.0,21.41
363.0,21.59
364.0,21.52
365.0,21.22
366.0,20.86
367.0,20.21
368.0,19.17
369.0,18.57
370.0,18.22
371.0,18.2
372.0,17.93
373.0,17.67
374.0,17.81
375.0,17.6
376.0,17.22
377.0,17.23
378.0,17.07
379.0,16.79
380.0,16.54
381.0,16.36
382.0,16.25
383.0,15.92
384.0,15.69
385.0,15.65
386.0,15.47
387.0,15.3
388.0,15.21
389.0,15.16
390.0,15.18
391.0,15.32
392.0,15.51
393.0,15.72
394.0,15.93
395.0,16.09
396.0,16.19
397.0,16.09
398.0,15.86
399.0,15.51
400.0,15.5
401.0,15.41
402.0,15.2
403.0,15.07
404.0,14.98
405.0,14.94
406.0,14.86
407.0,14.81
408.0,14.87
409.0,14.89
410.0,14.91
411.0,14.95
412.0,15.03
413.0,15.12
414.0,15.18
415.0,15.19
416.0,15.19
417.0,15.21
418.0,15.21
419.0,15.21
420.0,15.23
421.0,15.2
422.0,15.13
423.0,15.11
424.0,15.07
425.0,15.0
426.0,14.89
427.0,14.81
428.0,14.76
429.0,14.65
430.0,14.58
431.0,14.53
432.0,14.53
433.0,14.53
434.0,14.52
435.0,14.5
436.0,14.52
437.0,14.59
438.0,14.6
439.0,14.63
440.0,14.71
441.0,14.78
442.0,14.87
443.0,14.99
444.0,15.15
445.0,15.33
446.0,15.51
447.0,15.74
448.0,15.94
449.0,16.08
450.0,16.17
451.0,16.27
452.0,16.41
453.0,16.54
454.0,16.68
455.0,16.84
456.0,16.94
457.0,17.04
458.0,17.16
459.0,17.22
460.0,17.28
461.0,17.35
462.0,17.42
463.0,17.49
464.0,17.59
465.0,17.65
466.0,17.69
467.0,17.71
468.0,17.8
469.0,17.93
470.0,18.09
471.0,18.17
472.0,18.18
473.0,18.04
474.0,17.92
475.0,17.9
476.0,18.01
477.0,18.15
478.0,18.26
479.0,18.36
480.0,18.42
481.0,18.48
482.0,18.51
483.0,18.58
484.0,18.67
485.0,18.75
486.0,18.86
487.0,18.99
488.0,19.14
489.0,19.3
490.0,19.5
491.0,19.71
492.0,19.96
493.0,20.23
494.0,20.52
495.0,20.86
496.0,21.21
497.0,21.58
498.0,21.97
499.0,22.41
500.0,22.87
501.0,23.34
502.0,23.87
503.0,24.42
504.0,24.96
505.0,25.54
506.0,26.14
507.0,26.8
508.0,27.45
509.0,28.08
510.0,28.71
511.0,29.39
512.0,30.06
513.0,30.71
514.0,31.33
515.0,31.97
516.0,32.66
517.0,33.31
518.0,33.96
519.0,34.61
520.0,35.23
521.0,35.86
522.0,36.5
523.0,37.07
524.0,37.65
525.0,38.22
526.0,38.72
527.0,39.18
528.0,39.63
529.0,40.07
530.0,40.46
531.0,40.84
532.0,41.21
533.0,41.53
534.0,41.84
535.0,42.13
536.0,42.4
537.0,42.67
538.0,42.93
539.0,43.2
540.0,43.41
541.0,43.58
542.0,43.76
543.0,43.93
544.0,44.12
545.0,44.35
546.0,44.57
547.0,44.77
548.0,44.95
549.0,45.14
550.0,45.3
551.0,45.44
552.0,45.56
553.0,45.68
554.0,45.79
555.0,45.87
556.0,45.93
557.0,45.99
558.0,46.05
559.0,46.09
560.0,46.13
561.0,46.16
562.0,46.18
563.0,46.19
564.0,46.2
565.0,46.21
566.0,46.18
567.0,46.13
568.0,46.06
569.0,45.99
570.0,45.9
571.0,45.77
572.0,45.65
573.0,45.53
574.0,45.39
575.0,45.24
576.0,45.11
577.0,44.98
578.0,44.84
579.0,44.73
580.0,44.63
581.0,44.53
582.0,44.44
583.0,44.35
584.0,44.24
585.0,44.13
586.0,44.01
587.0,43.88
588.0,43.75
589.0,43.64
590.0,43.54
591.0,43.46
592.0,43.39
593.0,43.33
594.0,43.26
595.0,43.2
596.0,43.13
597.0,43.07
598.0,43.02
599.0,42.94
600.0,42.85
601.0,42.74
602.0,42.64
603.0,42.52
604.0,42.39
605.0,42.25
606.0,42.08
607.0,41.91
608.0,41.74
609.0,41.55
610.0,41.35
611.0,41.15
612.0,40.94
613.0,40.71
614.0,40.48
615.0,40.23
616.0,39.99
617.0,39.79
618.0,39.61
619.0,39.48
620.0,39.37
621.0,39.22
622.0,38.93
623.0,38.51
624.0,38.07
625.0,37.61
626.0,37.19
627.0,36.93
628.0,36.77
629.0,36.72
630.0,36.78
631.0,36.87
632.0,36.98
633.0,37.12
634.0,37.23
635.0,37.3
636.0,37.29
637.0,37.24
638.0,37.18
639.0,37.12
640.0,37.02
641.0,36.91
642.0,36.76
643.0,36.58
644.0,36.4
645.0,36.17
646.0,35.91
647.0,35.61
648.0,35.32
649.0,35.06
650.0,34.84
651.0,34.69
652.0,34.51
653.0,34.2
654.0,33.58
655.0,32.85
656.0,32.07
657.0,31.3
658.0,30.63
659.0,29.97
660.0,29.32
661.0,28.66
662.0,28.02
663.0,27.38
664.0,26.75
665.0,26.13
666.0,25.58
667.0,25.09
668.0,24.63
669.0,24.16
670.0,23.81
671.0,23.5
672.0,23.24
673.0,23.04
674.0,22.91
675.0,22.82
676.0,22.79
677.0,22.84
678.0,22.95
679.0,23.14
680.0,23.44
681.0,23.91
682.0,24.49
683.0,25.21
684.0,26.19
685.0,27.29
686.0,28.55
687.0,29.99
688.0,31.48
689.0,33.21
690.0,34.99
691.0,36.76
692.0,38.71
693.0,40.57
694.0,42.45
695.0,44.37
696.0,46.2
697.0,47.85
698.0,49.47
699.0,51.09
700.0,52.5
701.0,53.89
702.0,55.2
703.0,56.39
704.0,57.49
705.0,58.55
706.0,59.52
707.0,60.38
708.0,61.2
709.0,62.0
710.0,62.71
711.0,63.32
712.0,63.96
713.0,64.54
714.0,65.09
715.0,65.62
716.0,66.06
717.0,66.5
718.0,66.91
719.0,67.26
720.0,67.57
721.0,67.85
722.0,68.13
723.0,68.43
724.0,68.71
725.0,68.96
726.0,69.18
727.0,69.37
728.0,69.52
729.0,69.64
730.0,69.76
731.0,69.86
732.0,69.97
733.0,70.06
734.0,70.12
735.0,70.17
736.0,70.25
737.0,70.34
738.0,70.43
739.0,70.53
740.0,70.66
741.0,70.73
742.0,70.84
743.0,70.96
744.0,71.07
745.0,71.2
746.0,71.23
747.0,71.2
748.0,71.14
749.0,71.07
750.0,70.91
751.0,70.82
752.0,70.79
753.0,70.82
754.0,70.89
755.0,71.02
756.0,71.15
757.0,71.28
758.0,71.41
759.0,71.54
760.0,71.68
761.0,71.81
762.0,71.9
763.0,71.93
764.0,71.99
765.0,72.05
766.0,72.09
767.0,72.11
768.0,72.19
769.0,72.22
770.0,72.23
771.0,72.25
772.0,72.31
773.0,72.34
774.0,72.38
775.0,72.41
776.0,72.41
777.0,72.42
778.0,72.47
779.0,72.51
780.0,72.56
781.0,72.62
782.0,72.69
783.0,72.73
784.0,72.8
785.0,72.89
786.0,72.99
787.0,73.07
788.0,72.99
789.0,72.8
790.0,72.58
791.0,72.44
792.0,72.42
793.0,72.48
794.0,72.51
795.0,72.52
796.0,72.55
797.0,72.62
798.0,72.69
799.0,72.76
800.0,72.78
801.0,72.79
802.0,72.84
803.0,72.81
804.0,72.82
805.0,72.82
806.0,72.8
807.0,72.81
808.0,72.87
809.0,72.89
810.0,72.93
811.0,72.98
812.0,73.02
813.0,73.04
814.0,73.09
815.0,73.05
816.0,73.0
817.0,72.94
818.0,72.86
819.0,72.8
820.0,72.67
821.0,72.61
822.0,72.55
823.0,72.47
824.0,72.41
825.0,72.3
826.0,72.19
827.0,72.07
828.0,71.93
829.0,71.78
830.0,71.67
831.0,71.57
832.0,71.48
833.0,71.41
834.0,71.34
835.0,71.28
836.0,71.24
837.0,71.25
838.0,71.28
839.0,71.26
840.0,71.25
841.0,71.27
842.0,71.32
843.0,71.39
844.0,71.39
845.0,71.45
846.0,71.41
847.0,71.39
848.0,71.39
849.0,71.36
850.0,71.29
851.0,71.18
852.0,71.13
853.0,71.07
854.0,71.0
855.0,70.97
856.0,70.97
857.0,70.96
858.0,70.96
859.0,70.98
860.0,70.95
861.0,70.92
862.0,70.89
863.0,70.88
864.0,70.86
865.0,70.83
866.0,70.86
867.0,70.8
868.0,70.73
869.0,70.7
870.0,70.65
871.0,70.61
872.0,70.61
873.0,70.59
874.0,70.48
875.0,70.43
876.0,70.41
877.0,70.34
878.0,70.24
879.0,70.13
880.0,70.05
881.0,69.99
882.0,69.89
883.0,69.72
884.0,69.62
885.0,69.52
886.0,69.27
887.0,69.15
888.0,69.0
889.0,68.87
890.0,68.76
891.0,68.67
892.0,68.58
893.0,68.48
894.0,68.42
895.0,68.38
896.0,68.23
897.0,68.14
898.0,68.13
899.0,68.02
900.0,67.91
901.0,67.75
902.0,67.71
903.0,67.65
904.0,67.51
905.0,67.39
906.0,67.3
907.0,67.23
908.0,67.15
909.0,67.05
910.0,66.92
911.0,66.78
912.0,66.68
913.0,66.45
914.0,66.37
915.0,66.29
916.0,66.14
917.0,65.98
918.0,65.75
919.0,65.51
920.0,65.34
921.0,65.19
922.0,64.97
923.0,64.75
924.0,64.51
925.0,64.21
926.0,64.03
927.0,63.78
928.0,63.39
929.0,63.06
930.0,62.79
931.0,62.52
932.0,62.2
933.0,61.89
934.0,61.66
935.0,61.35
936.0,60.95
937.0,60.72
938.0,60.41
939.0,60.07
940.0,59.8
941.0,59.49
942.0,59.18
943.0,58.85
944.0,58.59
945.0,58.18
946.0,57.79
947.0,57.43
948.0,57.04
949.0,56.64
950.0,56.21
951.0,55.87
952.0,55.5
953.0,55.07
954.0,54.68
955.0,54.37
956.0,54.02
957.0,53.65
958.0,53.41
959.0,53.19
960.0,52.96
961.0,52.85
962.0,52.71
963.0,52.59
964.0,52.51
965.0,52.43
966.0,52.29
967.0,52.33
968.0,52.31
969.0,52.16
970.0,52.19
971.0,52.06
972.0,52.09
973.0,51.87
974.0,51.92
975.0,51.71
976.0,51.67
977.0,51.63
978.0,51.53
979.0,51.56
980.0,51.58
981.0,51.64
982.0,51.71
983.0,51.77
984.0,51.83
985.0,51.89
986.0,51.99
987.0,52.09
988.0,52.2
989.0,52.3
990.0,52.44
991.0,52.58
992.0,52.72
993.0,52.86
994.0,53.0
995.0,53.13
996.0,53.26
997.0,53.4
998.0,53.51
999.0,53.62
1000.0,53.73
1001.0,53.84
1002.0,53.96
1003.0,54.07
1004.0,54.19
1005.0,54.31
1006.0,54.44
1007.0,54.58
1008.0,54.72
1009.0,54.85
1010.0,55.0
1011.0,55.15
1012.0,55.3
1013.0,55.44
1014.0,55.6
1015.0,55.75
1016.0,55.9
1017.0,56.06
1018.0,56.21
1019.0,56.36
1020.0,56.51
1021.0,56.66
1022.0,56.81
1023.0,56.96
1024.0,57.11
1025.0,57.26
1026.0,57.4
1027.0,57.55
1028.0,57.69
1029.0,57.83
1030.0,57.97
1031.0,58.11
1032.0,58.24
1033.0,58.38
1034.0,58.52
1035.0,58.66
1036.0,58.8
1037.0,58.93
1038.0,59.07
1039.0,59.21
1040.0,59.35
1041.0,59.49
1042.0,59.62
1043.0,59.76
1044.0,59.9
1045.0,60.03
1046.0,60.16
1047.0,60.28
1048.0,60.41
1049.0,60.53
1050.0,60.64
1051.0,60.75
1052.0,60.86
1053.0,60.97
1054.0,61.06
1055.0,61.14
1056.0,61.23
1057.0,61.31
1058.0,61.37
1059.0,61.43
1060.0,61.49
1061.0,61.55
1062.0,61.6
1063.0,61.64
1064.0,61.69
1065.0,61.72
1066.0,61.75
1067.0,61.77
1068.0,61.8
1069.0,61.81
1070.0,61.81
1071.0,61.82
1072.0,61.82
1073.0,61.81
1074.0,61.8
1075.0,61.78
1076.0,61.77
1077.0,61.74
1078.0,61.7
1079.0,61.66
1080.0,61.62
1081.0,61.57
1082.0,61.5
1083.0,61.44
1084.0,61.37
1085.0,61.3
1086.0,61.21
1087.0,61.13
1088.0,61.05
1089.0,60.96
1090.0,60.86
1091.0,60.76
1092.0,60.66
1093.0,60.56
1094.0,60.45
1095.0,60.35
1096.0,60.24
1097.0,60.13
1098.0,60.02
1099.0,59.91
1100.0,59.8
1101.0,59.69
1102.0,59.57
1103.0,59.46
1104.0,59.34
1105.0,59.23
1106.0,59.12
1107.0,59.01
1108.0,58.9
1109.0,58.77
1110.0,58.64
1111.0,58.51
1112.0,58.38
1113.0,58.23
1114.0,58.08
1115.0,57.93
1116.0,57.78
1117.0,57.59
1118.0,57.4
1119.0,57.21
1120.0,57.02
1121.0,56.79
1122.0,56.56
1123.0,56.34
1124.0,56.11
1125.0,55.8
