Wavelength,Reflectance
346.0,21.13
347.0,20.8
348.0,20.2
349.0,18.95
350.0,18.03
351.0,17.39
352.0,17.1
353.0,16.69
354.0,16.05
355.0,15.77
356.0,15.47
357.0,14.92
358.0,15.08
359.0,15.38
360.0,15.08
361.0,14.52
362.0,13.84
363.0,13.53
364.0,13.36
365.0,13.34
366.0,12.91
367.0,12.38
368.0,11.76
369.0,11.47
370.0,11.27
371.0,11.13
372.0,10.93
373.0,10.71
374.0,10.53
375.0,10.38
376.0,10.25
377.0,9.99
378.0,9.74
379.0,9.49
380.0,9.31
381.0,9.1
382.0,8.87
383.0,8.67
384.0,8.42
385.0,8.07
386.0,7.94
387.0,7.84
388.0,7.72
389.0,7.7
390.0,7.71
391.0,7.73
392.0,7.75
393.0,7.77
394.0,7.88
395.0,7.99
396.0,8.09
397.0,8.08
398.0,7.98
399.0,7.77
400.0,7.56
401.0,7.38
402.0,7.25
403.0,7.0
404.0,6.82
405.0,6.74
406.0,6.71
407.0,6.71
408.0,6.77
409.0,6.71
410.0,6.65
411.0,6.63
412.0,6.68
413.0,6.75
414.0,6.79
415.0,6.84
416.0,6.9
417.0,6.91
418.0,6.88
419.0,6.84
420.0,6.88
421.0,6.89
422.0,6.88
423.0,6.82
424.0,6.77
425.0,6.71
426.0,6.67
427.0,6.6
428.0,6.5
429.0,6.5
430.0,6.46
431.0,6.37
432.0,6.35
433.0,6.33
434.0,6.3
435.0,6.32
436.0,6.34
437.0,6.34
438.0,6.3
439.0,6.31
440.0,6.38
441.0,6.39
442.0,6.4
443.0,6.41
444.0,6.5
445.0,6.58
446.0,6.66
447.0,6.71
448.0,6.79
449.0,6.94
450.0,6.99
451.0,7.02
452.0,7.05
453.0,7.08
454.0,7.1
455.0,7.11
456.0,7.14
457.0,7.17
458.0,7.19
459.0,7.22
460.0,7.23
461.0,7.23
462.0,7.24
463.0,7.26
464.0,7.28
465.0,7.3
466.0,7.31
467.0,7.35
468.0,7.36
469.0,7.39
470.0,7.44
471.0,7.48
472.0,7.53
473.0,7.59
474.0,7.63
475.0,7.64
476.0,7.61
477.0,7.6
478.0,7.58
479.0,7.55
480.0,7.57
481.0,7.58
482.0,7.59
483.0,7.62
484.0,7.64
485.0,7.66
486.0,7.72
487.0,7.77
488.0,7.8
489.0,7.88
490.0,7.96
491.0,8.04
492.0,8.15
493.0,8.28
494.0,8.41
495.0,8.56
496.0,8.73
497.0,8.91
498.0,9.1
499.0,9.33
500.0,9.58
501.0,9.84
502.0,10.11
503.0,10.4
504.0,10.73
505.0,11.06
506.0,11.4
507.0,11.81
508.0,12.19
509.0,12.58
510.0,13.01
511.0,13.49
512.0,13.98
513.0,14.45
514.0,14.93
515.0,15.43
516.0,15.96
517.0,16.46
518.0,16.96
519.0,17.46
520.0,17.92
521.0,18.41
522.0,18.91
523.0,19.37
524.0,19.83
525.0,20.28
526.0,20.67
527.0,21.05
528.0,21.42
529.0,21.79
530.0,22.12
531.0,22.42
532.0,22.71
533.0,22.97
534.0,23.22
535.0,23.46
536.0,23.66
537.0,23.83
538.0,23.97
539.0,24.14
540.0,24.31
541.0,24.48
542.0,24.71
543.0,24.9
544.0,25.06
545.0,25.21
546.0,25.36
547.0,25.49
548.0,25.6
549.0,25.73
550.0,25.86
551.0,25.97
552.0,26.07
553.0,26.15
554.0,26.22
555.0,26.25
556.0,26.27
557.0,26.28
558.0,26.26
559.0,26.23
560.0,26.19
561.0,26.14
562.0,26.06
563.0,25.97
564.0,25.87
565.0,25.72
566.0,25.57
567.0,25.4
568.0,25.21
569.0,25.01
570.0,24.8
571.0,24.58
572.0,24.35
573.0,24.13
574.0,23.9
575.0,23.68
576.0,23.47
577.0,23.28
578.0,23.08
579.0,22.89
580.0,22.71
581.0,22.52
582.0,22.37
583.0,22.22
584.0,22.07
585.0,21.93
586.0,21.82
587.0,21.73
588.0,21.65
589.0,21.57
590.0,21.49
591.0,21.42
592.0,21.34
593.0,21.27
594.0,21.2
595.0,21.13
596.0,21.06
597.0,20.98
598.0,20.92
599.0,20.85
600.0,20.78
601.0,20.71
602.0,20.63
603.0,20.53
604.0,20.42
605.0,20.29
606.0,20.15
607.0,20.0
608.0,19.85
609.0,19.68
610.0,19.5
611.0,19.33
612.0,19.14
613.0,18.94
614.0,18.75
615.0,18.55
616.0,18.38
617.0,18.21
618.0,18.05
619.0,17.9
620.0,17.77
621.0,17.7
622.0,17.73
623.0,17.86
624.0,18.02
625.0,18.19
626.0,18.33
627.0,18.41
628.0,18.45
629.0,18.43
630.0,18.38
631.0,18.32
632.0,18.26
633.0,18.16
634.0,18.0
635.0,17.81
636.0,17.61
637.0,17.4
638.0,17.14
639.0,16.82
640.0,16.37
641.0,15.94
642.0,15.53
643.0,15.13
644.0,14.77
645.0,14.43
646.0,14.1
647.0,13.78
648.0,13.47
649.0,13.2
650.0,12.97
651.0,12.78
652.0,12.62
653.0,12.49
654.0,12.39
655.0,12.28
656.0,12.13
657.0,11.94
658.0,11.76
659.0,11.54
660.0,11.31
661.0,11.06
662.0,10.81
663.0,10.58
664.0,10.35
665.0,10.12
666.0,9.92
667.0,9.74
668.0,9.57
669.0,9.42
670.0,9.3
671.0,9.2
672.0,9.14
673.0,9.1
674.0,9.07
675.0,9.06
676.0,9.07
677.0,9.13
678.0,9.21
679.0,9.34
680.0,9.5
681.0,9.73
682.0,10.01
683.0,10.36
684.0,10.83
685.0,11.38
686.0,12.04
687.0,12.82
688.0,13.65
689.0,14.67
690.0,15.75
691.0,16.87
692.0,18.16
693.0,19.45
694.0,20.81
695.0,22.3
696.0,23.83
697.0,25.29
698.0,26.77
699.0,28.29
700.0,29.68
701.0,31.1
702.0,32.49
703.0,33.79
704.0,35.13
705.0,36.4
706.0,37.58
707.0,38.69
708.0,39.83
709.0,40.95
710.0,41.99
711.0,42.96
712.0,43.93
713.0,44.88
714.0,45.79
715.0,46.66
716.0,47.45
717.0,48.24
718.0,49.01
719.0,49.77
720.0,50.51
721.0,51.16
722.0,51.78
723.0,52.37
724.0,52.93
725.0,53.42
726.0,53.88
727.0,54.33
728.0,54.75
729.0,55.09
730.0,55.4
731.0,55.71
732.0,55.99
733.0,56.25
734.0,56.49
735.0,56.71
736.0,56.92
737.0,57.13
738.0,57.32
739.0,57.49
740.0,57.62
741.0,57.76
742.0,57.91
743.0,58.01
744.0,58.1
745.0,58.22
746.0,58.34
747.0,58.47
748.0,58.61
749.0,58.79
750.0,58.93
751.0,59.08
752.0,59.22
753.0,59.32
754.0,59.41
755.0,59.51
756.0,59.58
757.0,59.64
758.0,59.7
759.0,59.73
760.0,59.75
761.0,59.77
762.0,59.8
763.0,59.84
764.0,59.89
765.0,59.93
766.0,59.97
767.0,59.99
768.0,60.06
769.0,60.11
770.0,60.14
771.0,60.17
772.0,60.24
773.0,60.25
774.0,60.28
775.0,60.32
776.0,60.37
777.0,60.4
778.0,60.47
779.0,60.52
780.0,60.55
781.0,60.58
782.0,60.62
783.0,60.68
784.0,60.72
785.0,60.73
786.0,60.71
787.0,60.73
788.0,60.84
789.0,61.01
790.0,61.2
791.0,61.35
792.0,61.39
793.0,61.46
794.0,61.53
795.0,61.58
796.0,61.6
797.0,61.64
798.0,61.67
799.0,61.73
800.0,61.78
801.0,61.82
802.0,61.93
803.0,61.98
804.0,62.03
805.0,62.07
806.0,62.09
807.0,62.16
808.0,62.17
809.0,62.17
810.0,62.19
811.0,62.18
812.0,62.15
813.0,62.15
814.0,62.16
815.0,62.16
816.0,62.15
817.0,62.15
818.0,62.17
819.0,62.23
820.0,62.2
821.0,62.21
822.0,62.21
823.0,62.17
824.0,62.1
825.0,62.01
826.0,61.92
827.0,61.8
828.0,61.67
829.0,61.53
830.0,61.4
831.0,61.25
832.0,61.12
833.0,61.02
834.0,60.93
835.0,60.84
836.0,60.78
837.0,60.69
838.0,60.68
839.0,60.64
840.0,60.6
841.0,60.56
842.0,60.52
843.0,60.49
844.0,60.51
845.0,60.54
846.0,60.52
847.0,60.5
848.0,60.5
849.0,60.52
850.0,60.5
851.0,60.55
852.0,60.55
853.0,60.6
854.0,60.62
855.0,60.61
856.0,60.56
857.0,60.5
858.0,60.51
859.0,60.48
860.0,60.46
861.0,60.44
862.0,60.43
863.0,60.41
864.0,60.36
865.0,60.34
866.0,60.34
867.0,60.34
868.0,60.29
869.0,60.26
870.0,60.24
871.0,60.2
872.0,60.13
873.0,60.04
874.0,59.97
875.0,59.96
876.0,59.9
877.0,59.83
878.0,59.74
879.0,59.7
880.0,59.63
881.0,59.59
882.0,59.56
883.0,59.46
884.0,59.41
885.0,59.37
886.0,59.26
887.0,59.24
888.0,59.13
889.0,59.06
890.0,59.02
891.0,58.96
892.0,58.85
893.0,58.71
894.0,58.59
895.0,58.53
896.0,58.42
897.0,58.4
898.0,58.37
899.0,58.29
900.0,58.17
901.0,58.08
902.0,58.03
903.0,57.95
904.0,57.85
905.0,57.75
906.0,57.66
907.0,57.57
908.0,57.46
909.0,57.41
910.0,57.26
911.0,57.15
912.0,57.05
913.0,56.89
914.0,56.82
915.0,56.69
916.0,56.58
917.0,56.42
918.0,56.23
919.0,56.06
920.0,55.85
921.0,55.67
922.0,55.48
923.0,55.24
924.0,55.01
925.0,54.75
926.0,54.53
927.0,54.33
928.0,54.0
929.0,53.71
930.0,53.48
931.0,53.17
932.0,52.84
933.0,52.44
934.0,52.22
935.0,51.85
936.0,51.51
937.0,51.2
938.0,50.9
939.0,50.58
940.0,50.29
941.0,49.97
942.0,49.62
943.0,49.28
944.0,49.01
945.0,48.61
946.0,48.3
947.0,47.9
948.0,47.5
949.0,47.1
950.0,46.73
951.0,46.42
952.0,46.0
953.0,45.57
954.0,45.21
955.0,44.85
956.0,44.53
957.0,44.2
958.0,43.92
959.0,43.68
960.0,43.5
961.0,43.29
962.0,43.17
963.0,43.03
964.0,42.96
965.0,42.8
966.0,42.77
967.0,42.74
968.0,42.78
969.0,42.64
970.0,42.68
971.0,42.58
972.0,42.61
973.0,42.72
974.0,42.76
975.0,42.79
976.0,42.86
977.0,43.08
978.0,43.14
979.0,43.31
980.0,43.41
981.0,43.5
982.0,43.62
983.0,43.78
984.0,43.94
985.0,44.1
986.0,44.2
987.0,44.27
988.0,44.34
989.0,44.41
990.0,44.46
991.0,44.51
992.0,44.55
993.0,44.6
994.0,44.65
995.0,44.71
996.0,44.76
997.0,44.82
998.0,44.9
999.0,44.98
1000.0,45.06
1001.0,45.14
1002.0,45.26
1003.0,45.39
1004.0,45.52
1005.0,45.65
1006.0,45.8
1007.0,45.96
1008.0,46.12
1009.0,46.28
1010.0,46.44
1011.0,46.6
1012.0,46.77
1013.0,46.93
1014.0,47.08
1015.0,47.24
1016.0,47.39
1017.0,47.55
1018.0,47.7
1019.0,47.85
1020.0,48.01
1021.0,48.16
1022.0,48.33
1023.0,48.5
1024.0,48.66
1025.0,48.83
1026.0,49.0
1027.0,49.18
1028.0,49.35
1029.0,49.52
1030.0,49.69
1031.0,49.86
1032.0,50.03
1033.0,50.2
1034.0,50.36
1035.0,50.53
1036.0,50.7
1037.0,50.87
1038.0,51.02
1039.0,51.18
1040.0,51.34
1041.0,51.49
1042.0,51.63
1043.0,51.77
1044.0,51.9
1045.0,52.03
1046.0,52.15
1047.0,52.26
1048.0,52.38
1049.0,52.49
1050.0,52.6
1051.0,52.71
1052.0,52.82
1053.0,52.92
1054.0,53.0
1055.0,53.08
1056.0,53.16
1057.0,53.23
1058.0,53.29
1059.0,53.34
1060.0,53.39
1061.0,53.45
1062.0,53.49
1063.0,53.54
1064.0,53.58
1065.0,53.62
1066.0,53.64
1067.0,53.66
1068.0,53.69
1069.0,53.7
1070.0,53.7
1071.0,53.7
1072.0,53.7
1073.0,53.69
1074.0,53.67
1075.0,53.65
1076.0,53.63
1077.0,53.6
1078.0,53.55
1079.0,53.5
1080.0,53.45
1081.0,53.39
1082.0,53.32
1083.0,53.25
1084.0,53.18
1085.0,53.1
1086.0,53.02
1087.0,52.94
1088.0,52.85
1089.0,52.75
1090.0,52.64
1091.0,52.53
1092.0,52.42
1093.0,52.29
1094.0,52.17
1095.0,52.04
1096.0,51.92
1097.0,51.8
1098.0,51.67
1099.0,51.55
1100.0,51.43
1101.0,51.3
1102.0,51.17
1103.0,51.04
1104.0,50.91
1105.0,50.79
1106.0,50.66
1107.0,50.53
1108.0,50.41
1109.0,50.27
1110.0,50.14
1111.0,50.0
1112.0,49.87
1113.0,49.72
1114.0,49.58
1115.0,49.43
1116.0,49.28
1117.0,49.1
1118.0,48.92
1119.0,48.73
1120.0,48.54
1121.0,48.31
1122.0,48.07
1123.0,47.84
1124.0,47.6
1125.0,47.27
1126.0,46.95
1127.0,46.62
1128.0,46.28
1129.0,45.87
1130.0,45.46
1131.0,45.05
1132.0,44.62
1133.0,44.13
1134.0,43.64
1135.0,43.15
1136.0,42.65
