Top_Wavelength_PC1,Loading_PC1,Top_Wavelength_PC2,Loading_PC2
349,0.408947291636615,347,0.590172945810083
350,0.4087672224041055,346,-0.5888206513617579
351,0.4084876473414133,348,0.4260855039716097
348,0.4080044904967343,350,-0.2725343581220137
346,0.40776576617630034,351,-0.21355450622757471
347,0.4075153103746433,349,0.05963869869424013
