WAVELENGTH,PC1,PC2
346,0.31854926561898755,0.0296575324706469
347,0.21798927839979534,0.027676183238218067
348,0.06919344840912352,0.024763736727676337
349,-0.02711104203352368,0.015226619873467212
350,-0.10886703724980798,0.00608221778964739
351,-0.1787894143615544,-0.0021055216512631523
352,-0.24788460950816307,0.0074274137107748096
353,-0.2811279980631293,0.00952531892464684
354,-0.26925154349796576,-0.0020936603678043167
355,-0.31972139784782383,-0.0071666494109760516
356,-0.37599331162599986,-0.010217821312021617
357,-0.4175263080283685,-0.012636725737288097
358,-0.43821443265686705,-0.018067706762892752
359,-0.45571929707066217,-0.020639201173081247
360,-0.48990886876976114,-0.008606643983580816
361,-0.5391691128991435,-0.013561377052667826
362,-0.5923582758376279,-0.026561215276039035
363,-0.6063109607417689,-0.025415042891798235
364,-0.6244157191532047,-0.02408274415289478
365,-0.6480878880727441,-0.023265466562022562
366,-0.6845878788316075,-0.025594752360617062
367,-0.7255413157021452,-0.02776855050032104
368,-0.770901415405686,-0.029439576998127555
369,-0.8409206777717377,-0.026070654178463933
370,-0.8963301139466924,-0.029481477598260006
371,-0.912008944747115,-0.047994365063626504
372,-0.9257507416935222,-0.044297320267108
373,-0.9437448194454872,-0.033364737556811526
374,-0.9811823252834152,-0.029477249572282718
375,-1.0070725535312288,-0.027526039972645047
376,-1.0244111962017879,-0.028269490495979533
377,-1.0284045472509522,-0.03817605251049699
378,-1.0457238151593762,-0.041673709229445605
379,-1.0709250519039528,-0.040726089457093544
380,-1.096546825873813,-0.043072510616373495
381,-1.1135260723367648,-0.047444166102818666
382,-1.1220221061533897,-0.054007794067747444
383,-1.1576728826501952,-0.05267592995422412
384,-1.1923008783692974,-0.05008388788770915
385,-1.2217937733079587,-0.04522465698591838
386,-1.236752793096793,-0.05203889039212488
387,-1.247297782844089,-0.05628117335082301
388,-1.2551893114585877,-0.05087106848070467
389,-1.2622988018914225,-0.051845475690613964
390,-1.2688317124770616,-0.053016692318347776
391,-1.2730750588181874,-0.04934226522966187
392,-1.2798154325076545,-0.050404275709615434
393,-1.285234374950705,-0.053113950176646524
394,-1.2686870546583937,-0.057163523568663
395,-1.2535978862259805,-0.05452746965869515
396,-1.241293393204676,-0.04858141001662822
397,-1.2492837571700146,-0.05194784356390001
398,-1.263407454859915,-0.05267425940382469
399,-1.2834380702885286,-0.05116179239581463
400,-1.3166418051164663,-0.05624439430013014
401,-1.3437203801294548,-0.0581085400731992
402,-1.3635646379530173,-0.055537188340480305
403,-1.3810974925228543,-0.05556434863006728
