Top_Wavelength_PC1,Loading_PC1,Top_Wavelength_PC2,Loading_PC2
351,0.4089352716798111,350,0.7773879222086296
348,0.4087999049617299,347,-0.4488763337145669
346,0.40835591751580225,349,-0.3224291871801162
347,0.40831831722080036,346,-0.23934173258043887
349,0.4082892866611177,351,0.1685307380724083
350,0.4067874581756381,348,0.06730824659468146
