WAVELENGTH,PC1,PC2
346,-2.2611082225208503,0.08827652923065303
347,-2.2610111256325185,0.08848839950756476
348,-2.2608252156772988,0.0887939617304862
349,-2.260422561288885,0.08867145928210025
350,-2.260038615253641,0.08864929030596337
351,-2.259673381403972,0.08872745393291503
352,-2.2594446262526766,0.08857629499933713
353,-2.2589659659031014,0.08854315390800334
354,-2.2580896756705195,0.08872524700975047
355,-2.257240862115991,0.08873427151024352
356,-2.256470968567998,0.0887397164038868
357,-2.255869213004729,0.08883775327300857
358,-2.255624250203797,0.08891943809047502
359,-2.255340624454505,0.08899839480047492
360,-2.2542907622847927,0.08909446053547258
361,-2.253712842755171,0.08890752635850799
362,-2.253455146110309,0.08857183837108484
363,-2.25324796027158,0.08859525351604033
364,-2.2528572539323566,0.08832524602912206
365,-2.252283008223229,0.08776184213063272
366,-2.2520201679684733,0.08791687411719562
367,-2.2517786813663556,0.08798104223903107
368,-2.2515173166539735,0.08778916795686957
369,-2.251674937327452,0.08734840586507067
370,-2.251383286406384,0.08689896082660274
371,-2.249798856915599,0.08657444805086953
372,-2.249252674448662,0.08638604533424336
373,-2.249031911571811,0.08625248479202334
374,-2.248333191431821,0.08610491906672682
375,-2.247576448909073,0.0859062010140507
376,-2.2468679340198103,0.08569688305122226
377,-2.2469415443845118,0.0856991356637174
378,-2.246370190430719,0.0852374073064009
379,-2.245368871936366,0.08446639431455183
380,-2.2457669392778077,0.08468560243986831
381,-2.2457061664120768,0.08433290917953307
382,-2.2451865696674123,0.08340829809906919
383,-2.244638656948305,0.08321089736434703
384,-2.24396938544234,0.08295643089024311
385,-2.2431227888819927,0.0824951604117381
386,-2.2422049398193087,0.08189886064372477
387,-2.241275568149715,0.08142629787797341
388,-2.240360858976257,0.08132126344028083
389,-2.238886259714793,0.0808618019198527
390,-2.237250881174728,0.08041807359819743
391,-2.2359321701205217,0.08064466075614081
392,-2.234632689007953,0.08010325153097157
393,-2.233277688069449,0.07932066408187383
394,-2.2313487559727974,0.07932960032960697
395,-2.2294827069546383,0.07953257731283275
396,-2.2276491526044286,0.07984797285684879
397,-2.225730809942869,0.0800107758024246
398,-2.2242597489014666,0.0797670902093464
399,-2.223235970815677,0.07911689312309983
400,-2.222213739057007,0.07796023980719581
401,-2.2216694312863035,0.07698389709751426
402,-2.2218420018547875,0.07627802577407576
403,-2.2212473423531325,0.07543684586456573
404,-2.220547547644193,0.0747371100114177
405,-2.2198179229569006,0.07427211894024914
406,-2.2179733301029567,0.07395386659645135
407,-2.2160018891054665,0.073522901056946
408,-2.214023568156373,0.07279084367249318
409,-2.2122669986668253,0.07234342567679303
410,-2.210515462299978,0.0720842779895816
411,-2.208646256423752,0.0720984029415133
412,-2.2064951913839095,0.0716158215840562
413,-2.2043251743313736,0.07103722991338575
414,-2.2025625424309463,0.07092600597010904
415,-2.2002473926175097,0.07074263732333583
416,-2.197813992134005,0.07051616979473918
417,-2.1958546162629164,0.07024100117479576
418,-2.1937346993398967,0.06974777086850538
419,-2.191600446836141,0.06914596316981714
420,-2.1903001809719234,0.06887526556520232
421,-2.1889320500318084,0.06861429966461523
422,-2.1875552433885983,0.06832702172498338
423,-2.1865079332574213,0.06774461073943688
424,-2.1853197352166513,0.0671345747326331
425,-2.183990659849529,0.06649692638808342
426,-2.182755128385812,0.06585361241542793
427,-2.181265620243306,0.06547827828542209
428,-2.179522137655805,0.06537089781885363
429,-2.1777808946763133,0.06454972632349867
430,-2.175756274015632,0.06381407225951395
431,-2.1734482916285565,0.06316393933552203
432,-2.170854762369131,0.06239851019650394
433,-2.168334233570833,0.061786425073464595
434,-2.165970724598327,0.06142356858445257
435,-2.163192722988099,0.06082167081052085
436,-2.160624811355194,0.060286332074791095
437,-2.1584410757554133,0.059890738041557624
438,-2.155815652972845,0.05929741899877731
439,-2.1530976444177914,0.058644809769629866
440,-2.1503143513816463,0.05793628377878135
441,-2.1471977884543487,0.057345254355810095
442,-2.143905109087641,0.056739839084685155
443,-2.140403772208857,0.0560933184278108
444,-2.136807120076276,0.05545063312539238
445,-2.1331836864204075,0.05481545751798713
446,-2.129522441742974,0.05419681316628785
447,-2.125343033316802,0.053336298910541716
448,-2.1210460243267977,0.05250595800486226
449,-2.1167769057720043,0.051887099085985794
450,-2.112709774438828,0.05112888333147398
451,-2.108573447604638,0.05007781857389937
452,-2.1041578230552145,0.04842469996889466
453,-2.1001836695220066,0.04685565734688957
454,-2.0959975432481377,0.04540576852184708
455,-2.091059206324111,0.044184848613266804
456,-2.0860572752809583,0.04253283157583112
457,-2.0809525521513303,0.040889362086902685
458,-2.0756451208865365,0.039517320027035834
459,-2.0701585024594777,0.03790235200561492
460,-2.064678193118674,0.03630901246980428
461,-2.0593171855776515,0.03490788017664938
