Top_Wavelength_PC1,Loading_PC1,Top_Wavelength_PC2,Loading_PC2
352,0.3543146334015742,353,0.5739915077687713
346,0.3540862301487022,351,-0.540446513285346
350,0.35389393893587473,348,-0.4719485434288299
349,0.35386494063137447,350,0.24017111052855084
347,0.35382089259021776,349,0.23327028038625014
348,0.35314835332256395,352,0.1576810317219447
351,0.35275303424125865,346,-0.1019410381211593
353,0.35254089025076585,347,-0.0914517281429788
