Top_Wavelength_PC1,Loading_PC1,Top_Wavelength_PC2,Loading_PC2
349,0.3787650600168145,351,0.5380478349971558
346,0.3786785893156005,347,-0.5026486838025607
348,0.37832427290019177,352,0.46604717647491667
350,0.3781069206758492,350,-0.39999145580129625
352,0.37750721065951187,348,-0.23962081383464756
347,0.3774746841364204,349,0.15194505678197273
351,0.3768907336512244,346,-0.012257969199174743
