Top_Wavelengths_PC1,Loading_PC1,Top_Wavelengths_PC2,Loading_PC2
Reflectance D23 GS3,0.3787788150004068,Reflectance D23 GS1,0.731962246432408
Reflectance D23 GS4,0.3787057255003021,Reflectance D23 GT2,-0.5745659550536488
Reflectance D23 GS2,0.37869957421518896,Reflectance D23 GT1,-0.32124060075056277
Reflectance D23 GB1,0.378510180188112,Reflectance D23 GS4,0.12834765013971394
Reflectance D23 GT1,0.37837030867894517,Reflectance D23 GS3,0.1088441181678117
Reflectance D23 GT2,0.376994464025098,Reflectance D23 GS2,-0.04263109127215525
Reflectance D23 GS1,0.3756811711651301,Reflectance D23 GB1,-0.027787375211767783
