WAVELENGTH,PC1,PC2
346,-0.030614128643814114,0.04335518613609047
347,-0.10177884755944341,0.025234953441932283
348,-0.21573734898420371,-0.002297550440843621
349,-0.3405531775887245,-0.017808291789526014
350,-0.46835211952696315,-0.013702954298452055
351,-0.5962253286249518,0.007074778959118226
352,-0.6623814106124454,-0.038415733062869876
353,-0.7193540860251354,-0.05861563677816249
354,-0.7744373276912888,-0.03557536289084022
355,-0.8216014369478986,-0.036857819237733215
356,-0.8673221298837818,-0.0394727703037013
357,-0.9177507038906839,-0.03259724032108351
358,-0.9361210252499779,-0.0381611747407762
359,-0.9508840379297506,-0.044640216521643794
360,-1.0011131279710566,-0.03609755205491354
361,-1.0725591120326354,-0.03769183982542656
362,-1.1489042506838167,-0.04364495398542436
363,-1.164684671001301,-0.04187624439872557
364,-1.1941023374978847,-0.03777030472526994
365,-1.2356689029286971,-0.03250699160596591
366,-1.2905011439492686,-0.0400020254104436
367,-1.3660003129086324,-0.048546429362441634
368,-1.4683842916406658,-0.05763198883736996
369,-1.5204714227658072,-0.0673948156020242
370,-1.559824321424468,-0.0702833349177285
371,-1.5972504400974263,-0.05947913110380431
372,-1.6364172259530565,-0.06006193210844156
373,-1.6683607146572426,-0.06264521846058364
374,-1.6708770571468887,-0.056624137296495375
375,-1.6972164679851647,-0.05521030566474772
376,-1.735556381468056,-0.05662460509581859
377,-1.7611504659213606,-0.048857026287818975
378,-1.7896564675212103,-0.04979439529779866
379,-1.8198689457034387,-0.05688208519632362
380,-1.8487840087678564,-0.06023100011613882
381,-1.8804099876567362,-0.058673128666822956
382,-1.9141466109024317,-0.05225025735420645
383,-1.9521444553545504,-0.05173272590863026
384,-1.986826313786886,-0.04815659073733908
385,-2.0177755874042793,-0.03795085289161046
386,-2.037183909095991,-0.041937451626734915
387,-2.0553454830074305,-0.04433423501450246
388,-2.0751028446731286,-0.0381991846649546
389,-2.0849078855383865,-0.033097955523160985
390,-2.089400924497623,-0.028004362446379296
391,-2.083121070991834,-0.025761971393890977
392,-2.0774151027226386,-0.02075874112495809
393,-2.0703454505290586,-0.014753738571583004
394,-2.0524145311582647,-0.010965863455308667
395,-2.0333593423162504,-0.009365055301179386
396,-2.01629017481768,-0.009862805987852023
397,-2.016163647456684,-0.016138579580097113
398,-2.0396357847067,-0.021181277957615787
399,-2.084013932299601,-0.024394998117735246
400,-2.109186220288379,-0.01952861870800799
401,-2.1345695590387916,-0.014254980944193025
402,-2.160976806074559,-0.008078421665964411
403,-2.1845281570477715,-0.003645351849321841
404,-2.201295685855729,-0.0007452866472554312
405,-2.2086200507162306,-0.00010827192178911403
406,-2.2166195088134577,-0.001276341156564357
407,-2.222447849759779,-0.0017627167202726203
408,-2.2212105805726168,0.000641991848857975
409,-2.2225146644226594,0.004966317327188551
410,-2.2219471316580615,0.007764720100916882
411,-2.214514806965974,0.006398423905814919
412,-2.2084445437921336,0.008827740746989981
413,-2.20130387605134,0.011465810714612862
414,-2.189193661024188,0.011963265697554794
415,-2.1817049562395687,0.010700100812985095
416,-2.176466140357772,0.009467391765233032
417,-2.174294272381061,0.01098808759806034
418,-2.1741457732490406,0.013244908304261617
419,-2.174671309490902,0.015797554479552896
420,-2.1778869089747115,0.017156051767392138
421,-2.179718987940864,0.016008975154615007
422,-2.18053355410415,0.012696126875557942
423,-2.183664379019853,0.015483712415929048
424,-2.1885056330726167,0.017293951244560228
425,-2.195457444170008,0.017951851027590875
426,-2.2077991847623575,0.01346893684594656
427,-2.217285175278843,0.012528560562243149
428,-2.224193244102734,0.015535594183976537
429,-2.2311173032903344,0.011377722154532982
430,-2.237537988649766,0.010529973854351449
431,-2.2428377539917093,0.01202606745090419
432,-2.244090735845403,0.014848591335113296
433,-2.245044844037845,0.01592502704711983
434,-2.246729021812549,0.01452994869396206
435,-2.2485545738243733,0.012403556488629803
436,-2.2479372736484646,0.01323978628047275
437,-2.2446598555374533,0.018315170595400273
438,-2.24407424669059,0.02070221687835097
439,-2.2410404468870753,0.021623882721599565
440,-2.234717453655251,0.02162630853833918
