Top_Wavelength_PC1,Loading_PC1,Top_Wavelength_PC2,Loading_PC2
349,0.3787788150004068,347,0.731962246432408
350,0.3787057255003021,352,-0.5745659550536488
348,0.37869957421518896,351,-0.32124060075056277
346,0.378510180188112,350,0.12834765013971394
351,0.37837030867894517,349,0.1088441181678117
352,0.376994464025098,348,-0.04263109127215525
347,0.3756811711651301,346,-0.027787375211767783
