Wavelength,Reflectance
/***,***/
346.0,31.35
347.0,30.87
348.0,29.90
349.0,27.21
350.0,25.63
351.0,24.98
352.0,24.33
353.0,23.66
354.0,22.96
355.0,22.42
356.0,22.13
357.0,22.25
358.0,21.76
359.0,21.10
360.0,20.74
361.0,20.33
362.0,19.87
363.0,19.22
364.0,18.62
365.0,18.08
366.0,17.74
367.0,17.29
368.0,16.65
369.0,15.78
370.0,15.13
371.0,14.99
372.0,14.52
373.0,14.09
374.0,14.30
375.0,14.27
376.0,14.05
377.0,13.45
378.0,12.97
379.0,12.57
380.0,12.49
381.0,12.23
382.0,11.80
383.0,11.53
384.0,11.29
385.0,11.05
386.0,10.85
387.0,10.70
388.0,10.61
389.0,10.60
390.0,10.57
391.0,10.27
392.0,10.22
393.0,10.28
394.0,10.37
395.0,10.58
396.0,10.81
397.0,10.71
398.0,10.55
399.0,10.32
400.0,9.97
401.0,9.61
402.0,9.23
403.0,9.11
404.0,8.99
405.0,8.84
406.0,8.85
407.0,8.86
408.0,8.84
409.0,8.88
410.0,8.91
411.0,8.90
412.0,9.00
413.0,9.11
414.0,9.16
415.0,9.19
416.0,9.20
417.0,9.20
418.0,9.19
419.0,9.18
420.0,9.17
421.0,9.15
422.0,9.12
423.0,9.04
424.0,8.98
425.0,8.94
426.0,8.85
427.0,8.77
428.0,8.69
429.0,8.62
430.0,8.54
431.0,8.45
432.0,8.47
433.0,8.50
434.0,8.51
435.0,8.53
436.0,8.56
437.0,8.60
438.0,8.64
439.0,8.66
440.0,8.65
441.0,8.74
442.0,8.83
443.0,8.91
444.0,9.00
445.0,9.10
446.0,9.26
447.0,9.33
448.0,9.43
449.0,9.62
450.0,9.71
451.0,9.75
452.0,9.75
453.0,9.81
454.0,9.87
455.0,9.89
456.0,9.97
457.0,10.06
458.0,10.15
459.0,10.19
460.0,10.23
461.0,10.27
462.0,10.32
463.0,10.38
464.0,10.45
465.0,10.46
466.0,10.47
467.0,10.54
468.0,10.59
469.0,10.64
470.0,10.73
471.0,10.87
472.0,11.01
473.0,11.11
474.0,11.01
475.0,10.89
476.0,10.80
477.0,10.82
478.0,10.86
479.0,10.90
480.0,10.91
481.0,10.93
482.0,10.97
483.0,11.01
484.0,11.06
485.0,11.15
486.0,11.24
487.0,11.34
488.0,11.44
489.0,11.58
490.0,11.75
491.0,11.93
492.0,12.15
493.0,12.38
494.0,12.62
495.0,12.89
496.0,13.19
497.0,13.51
498.0,13.83
499.0,14.19
500.0,14.58
501.0,15.02
502.0,15.51
503.0,16.02
504.0,16.54
505.0,17.07
506.0,17.63
507.0,18.24
508.0,18.88
509.0,19.52
510.0,20.16
511.0,20.86
512.0,21.56
513.0,22.25
514.0,22.95
515.0,23.67
516.0,24.42
517.0,25.19
518.0,25.96
519.0,26.71
