name= \My Documents\HR1024_Data\DS115.,,,,,name= \My Documents\HR1024_Data\DS116.,,,,,
instrument= HR: 1091052,,,,,instrument= HR: 1091052,,,,,
integration= 200  60  30  500  60  30,,,,,integration= 200  60  30  500  60  30,,,,,
scan time= 1  1,,,,,scan time= 1  1,,,,,
scan settings= AD  AI  AD  AI,,,,,scan settings= AD  AI  AD  AI,,,,,
external data set1= 8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224,,,,,external data set1= 8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224,,,,,
external data set2= 8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224,,,,,external data set2= 8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224  8224,,,,,
external data dark= 0 0 0 0 0 0 0 0,,,,,external data dark= 0 0 0 0 0 0 0 0,,,,,
external data mask= 0,,,,,external data mask= 0,,,,,
optic= LENS4   LENS4 ,,,,,optic= LENS4   LENS4 ,,,,,
temp= 31.05  8.88  -5.37  39.11  8.94  -5.30,,,,,temp= 31.05  8.88  -5.37  39.35  8.94  -5.37,,,,,
battery= 7.7  7.2,,,,,battery= 7.7  7.2,,,,,
error= 0  0,,,,,error= 0  0,,,,,
units= Radiance  Radiance,,,,,units= Radiance  Radiance,,,,,
time= 1/12/08 9:49:29 AM  1/12/08 10:08:56 AM,,,,,time= 1/12/08 9:49:29 AM  1/12/08 10:09:27 AM,,,,,
longitude=   ,,,,,longitude=   ,,,,,
latitude=   ,,,,,latitude=   ,,,,,
gpstime=   ,,,,,gpstime=   ,,,,,
comm= ,,,,,comm= ,,,,,
memory slot= 0  0,,,,,memory slot= 0  0,,,,,
factors= ,,,,,factors= ,,,,,
,,,,,,,,,,AVERAGE OF INPUT FILES: DS115:DS116
Wavlen,Refer,Target,Reflect,,Wavlen,Refer,Target,Reflect,,Wavlen,Avg Refer,Avg Target,Avg Reflect,,
450.7,5788.64,266.24,4.60,,450.7,5788.64,122.30,2.11,,450.7,5788.64,194.27,3.36,,
452.2,5916.62,267.24,4.52,,452.2,5916.62,125.76,2.13,,452.2,5916.62,196.50,3.32,,
453.7,6028.91,264.48,4.39,,453.7,6028.91,125.91,2.09,,453.7,6028.91,195.20,3.24,,
455.2,6201.73,273.56,4.41,,455.2,6201.73,122.06,1.97,,455.2,6201.73,197.81,3.19,,
456.7,6390.56,278.78,4.36,,456.7,6390.56,126.72,1.98,,456.7,6390.56,202.75,3.17,,
458.2,6607.30,291.48,4.41,,458.2,6607.30,130.71,1.98,,458.2,6607.30,211.10,3.19,,
459.7,6823.25,303.80,4.45,,459.7,6823.25,135.10,1.98,,459.7,6823.25,219.45,3.22,,
461.2,7031.76,309.23,4.40,,461.2,7031.76,128.49,1.83,,461.2,7031.76,218.86,3.11,,
462.7,7219.07,319.34,4.42,,462.7,7219.07,137.47,1.90,,462.7,7219.07,228.41,3.16,,
464.2,7396.86,323.54,4.37,,464.2,7396.86,139.08,1.88,,464.2,7396.86,231.31,3.13,,
465.7,7583.22,334.20,4.41,,465.7,7583.22,147.20,1.94,,465.7,7583.22,240.70,3.17,,
467.2,7742.35,341.88,4.42,,467.2,7742.35,149.38,1.93,,467.2,7742.35,245.63,3.17,,
468.7,7912.00,346.40,4.38,,468.7,7912.00,153.60,1.94,,468.7,7912.00,250.00,3.16,,
470.2,8015.91,356.45,4.45,,470.2,8015.91,154.12,1.92,,470.2,8015.91,255.29,3.18,,
471.7,8177.13,365.75,4.47,,471.7,8177.13,162.45,1.99,,471.7,8177.13,264.10,3.23,,
473.2,8446.52,370.76,4.39,,473.2,8446.52,160.03,1.89,,473.2,8446.52,265.40,3.14,,
474.6,8688.33,368.24,4.24,,474.6,8688.33,163.98,1.89,,474.6,8688.33,266.11,3.06,,
476.1,8747.12,362.94,4.15,,476.1,8747.12,156.03,1.78,,476.1,8747.12,259.49,2.97,,
477.6,8779.39,365.66,4.16,,477.6,8779.39,159.73,1.82,,477.6,8779.39,262.70,2.99,,
479.1,8829.54,367.52,4.16,,479.1,8829.54,159.86,1.81,,479.1,8829.54,263.69,2.99,,
480.6,8916.06,361.28,4.05,,480.6,8916.06,153.49,1.72,,480.6,8916.06,257.39,2.89,,
482.1,9046.91,361.67,4.00,,482.1,9046.91,159.33,1.76,,482.1,9046.91,260.50,2.88,,
483.6,9204.08,368.23,4.00,,483.6,9204.08,161.45,1.75,,483.6,9204.08,264.84,2.88,,
485.1,9394.00,370.39,3.94,,485.1,9394.00,160.37,1.71,,485.1,9394.00,265.38,2.82,,
486.6,9626.34,381.56,3.96,,486.6,9626.34,161.46,1.68,,486.6,9626.34,271.51,2.82,,
488.0,9867.00,386.10,3.91,,488.0,9867.00,161.20,1.63,,488.0,9867.00,273.65,2.77,,
489.5,10130.90,400.52,3.95,,489.5,10130.90,169.25,1.67,,489.5,10130.90,284.89,2.81,,
491.0,10387.73,411.51,3.96,,491.0,10387.73,174.15,1.68,,491.0,10387.73,292.83,2.82,,
492.5,10649.88,414.72,3.89,,492.5,10649.88,167.83,1.58,,492.5,10649.88,291.28,2.74,,
494.0,10928.34,432.95,3.96,,494.0,10928.34,173.96,1.59,,494.0,10928.34,303.46,2.78,,
495.4,11158.95,438.90,3.93,,495.4,11158.95,180.18,1.61,,495.4,11158.95,309.54,2.77,,
496.9,11406.10,454.24,3.98,,496.9,11406.10,186.37,1.63,,496.9,11406.10,320.31,2.81,,
498.4,11649.48,469.16,4.03,,498.4,11649.48,186.18,1.60,,498.4,11649.48,327.67,2.81,,
499.9,11878.23,478.15,4.03,,499.9,11878.23,189.61,1.60,,499.9,11878.23,333.88,2.81,,
501.4,12101.58,494.88,4.09,,501.4,12101.58,191.95,1.59,,501.4,12101.58,343.42,2.84,,
502.8,12308.24,502.68,4.08,,502.8,12308.24,197.81,1.61,,502.8,12308.24,350.25,2.85,,
504.3,12497.40,513.36,4.11,,504.3,12497.40,198.72,1.59,,504.3,12497.40,356.04,2.85,,
505.8,12681.02,529.98,4.18,,505.8,12681.02,201.03,1.59,,505.8,12681.02,365.51,2.88,,
507.2,12808.72,537.99,4.20,,507.2,12808.72,203.23,1.59,,507.2,12808.72,370.61,2.89,,
508.7,12896.48,543.83,4.22,,508.7,12896.48,205.15,1.59,,508.7,12896.48,374.49,2.90,,
510.2,12964.78,546.68,4.22,,510.2,12964.78,207.08,1.60,,510.2,12964.78,376.88,2.91,,
511.6,13008.39,557.21,4.28,,511.6,13008.39,208.10,1.60,,511.6,13008.39,382.66,2.94,,
513.1,13093.74,562.50,4.30,,513.1,13093.74,209.44,1.60,,513.1,13093.74,385.97,2.95,,
514.6,13195.49,562.24,4.26,,514.6,13195.49,207.72,1.57,,514.6,13195.49,384.98,2.92,,
516.0,13281.41,558.28,4.20,,516.0,13281.41,206.06,1.55,,516.0,13281.41,382.17,2.88,,
517.5,13429.99,572.28,4.26,,517.5,13429.99,209.68,1.56,,517.5,13429.99,390.98,2.91,,
519.0,13603.01,582.15,4.28,,519.0,13603.01,209.98,1.54,,519.0,13603.01,396.07,2.91,,
520.5,13772.72,589.09,4.28,,520.5,13772.72,209.92,1.52,,520.5,13772.72,399.51,2.90,,
521.9,13993.28,602.43,4.31,,521.9,13993.28,214.14,1.53,,521.9,13993.28,408.29,2.92,,
523.4,14243.35,613.12,4.30,,523.4,14243.35,210.54,1.48,,523.4,14243.35,411.83,2.89,,
524.8,14493.24,622.59,4.30,,524.8,14493.24,216.19,1.49,,524.8,14493.24,419.39,2.89,,
526.3,14778.04,638.81,4.32,,526.3,14778.04,215.90,1.46,,526.3,14778.04,427.36,2.89,,
527.8,15074.01,661.37,4.39,,527.8,15074.01,224.29,1.49,,527.8,15074.01,442.83,2.94,,
529.2,15339.71,668.22,4.36,,529.2,15339.71,232.85,1.52,,529.2,15339.71,450.54,2.94,,
530.7,15629.94,686.44,4.39,,530.7,15629.94,231.22,1.48,,530.7,15629.94,458.83,2.94,,
532.1,15903.48,704.24,4.43,,532.1,15903.48,236.74,1.49,,532.1,15903.48,470.49,2.96,,
533.6,16214.37,721.39,4.45,,533.6,16214.37,239.33,1.48,,533.6,16214.37,480.36,2.96,,
535.0,16534.98,738.74,4.47,,535.0,16534.98,240.47,1.45,,535.0,16534.98,489.61,2.96,,
536.5,16856.03,754.37,4.48,,536.5,16856.03,250.27,1.48,,536.5,16856.03,502.32,2.98,,
538.0,17178.24,779.42,4.54,,538.0,17178.24,259.07,1.51,,538.0,17178.24,519.25,3.02,,
539.4,17501.02,804.58,4.60,,539.4,17501.02,265.38,1.52,,539.4,17501.02,534.98,3.06,,
540.9,17879.62,825.37,4.62,,540.9,17879.62,273.26,1.53,,540.9,17879.62,549.32,3.07,,
542.3,18237.67,852.26,4.67,,542.3,18237.67,276.76,1.52,,542.3,18237.67,564.51,3.10,,
543.8,18504.51,868.33,4.69,,543.8,18504.51,285.68,1.54,,543.8,18504.51,577.01,3.12,,
545.2,18600.74,884.14,4.75,,545.2,18600.74,284.47,1.53,,545.2,18600.74,584.31,3.14,,
546.6,18637.00,890.51,4.78,,546.6,18637.00,288.35,1.55,,546.6,18637.00,589.43,3.16,,
548.1,18690.38,908.52,4.86,,548.1,18690.38,286.90,1.54,,548.1,18690.38,597.71,3.20,,
549.5,18745.60,922.02,4.92,,549.5,18745.60,288.37,1.54,,549.5,18745.60,605.20,3.23,,
551.0,18790.92,943.70,5.02,,551.0,18790.92,290.43,1.55,,551.0,18790.92,617.07,3.28,,
552.4,18868.34,963.01,5.10,,552.4,18868.34,292.33,1.55,,552.4,18868.34,627.67,3.33,,
553.9,18922.09,983.07,5.20,,553.9,18922.09,292.13,1.54,,553.9,18922.09,637.60,3.37,,
555.3,18999.63,1004.56,5.29,,555.3,18999.63,306.07,1.61,,555.3,18999.63,655.32,3.45,,
556.8,19143.87,1030.74,5.38,,556.8,19143.87,303.16,1.58,,556.8,19143.87,666.95,3.48,,
558.2,19276.31,1064.48,5.52,,558.2,19276.31,307.80,1.60,,558.2,19276.31,686.14,3.56,,
559.6,19441.66,1096.60,5.64,,559.6,19441.66,317.94,1.64,,559.6,19441.66,707.27,3.64,,
561.1,19660.88,1135.55,5.78,,561.1,19660.88,322.40,1.64,,561.1,19660.88,728.98,3.71,,
562.5,19883.82,1182.65,5.95,,562.5,19883.82,333.32,1.68,,562.5,19883.82,757.99,3.81,,
564.0,20177.05,1229.96,6.10,,564.0,20177.05,342.36,1.70,,564.0,20177.05,786.16,3.90,,
565.4,20444.07,1295.11,6.33,,565.4,20444.07,350.98,1.72,,565.4,20444.07,823.05,4.03,,
566.8,20774.24,1358.99,6.54,,566.8,20774.24,368.01,1.77,,566.8,20774.24,863.50,4.16,,
568.3,21077.79,1430.35,6.79,,568.3,21077.79,383.69,1.82,,568.3,21077.79,907.02,4.30,,
569.7,21403.31,1501.48,7.02,,569.7,21403.31,401.32,1.88,,569.7,21403.31,951.40,4.45,,
571.1,21706.83,1580.89,7.28,,571.1,21706.83,426.21,1.96,,571.1,21706.83,1003.55,4.62,,
572.6,22010.94,1666.66,7.57,,572.6,22010.94,448.42,2.04,,572.6,22010.94,1057.54,4.80,,
574.0,22299.75,1747.02,7.83,,574.0,22299.75,476.52,2.14,,574.0,22299.75,1111.77,4.99,,
575.4,22570.31,1844.78,8.17,,575.4,22570.31,498.83,2.21,,575.4,22570.31,1171.81,5.19,,
576.9,22820.49,1935.55,8.48,,576.9,22820.49,527.37,2.31,,576.9,22820.49,1231.46,5.40,,
578.3,23040.88,2034.18,8.83,,578.3,23040.88,554.13,2.40,,578.3,23040.88,1294.16,5.62,,
579.7,23243.15,2140.67,9.21,,579.7,23243.15,600.28,2.58,,579.7,23243.15,1370.48,5.90,,
581.1,23410.31,2241.70,9.58,,581.1,23410.31,633.86,2.71,,581.1,23410.31,1437.78,6.14,,
582.6,23592.46,2354.19,9.98,,582.6,23592.46,676.32,2.87,,582.6,23592.46,1515.26,6.42,,
584.0,23735.52,2458.35,10.36,,584.0,23735.52,721.65,3.04,,584.0,23735.52,1590.00,6.70,,
585.4,23971.18,2584.72,10.78,,585.4,23971.18,769.92,3.21,,585.4,23971.18,1677.32,7.00,,
586.8,24286.87,2715.65,11.18,,586.8,24286.87,841.80,3.47,,586.8,24286.87,1778.73,7.32,,
588.3,24642.54,2860.42,11.61,,588.3,24642.54,892.01,3.62,,588.3,24642.54,1876.22,7.61,,
589.7,24935.04,3000.82,12.03,,589.7,24935.04,965.02,3.87,,589.7,24935.04,1982.92,7.95,,
591.1,25126.37,3128.97,12.45,,591.1,25126.37,1025.45,4.08,,591.1,25126.37,2077.21,8.27,,
592.5,25213.30,3241.71,12.86,,592.5,25213.30,1092.34,4.33,,592.5,25213.30,2167.03,8.59,,
594.0,25248.06,3349.54,13.27,,594.0,25248.06,1150.85,4.56,,594.0,25248.06,2250.20,8.91,,
595.4,25246.58,3457.48,13.69,,595.4,25246.58,1216.44,4.82,,595.4,25246.58,2336.96,9.26,,
596.8,25248.80,3569.28,14.14,,596.8,25248.80,1283.57,5.08,,596.8,25248.80,2426.43,9.61,,
598.2,25256.70,3679.84,14.57,,598.2,25256.70,1345.34,5.33,,598.2,25256.70,2512.59,9.95,,
599.6,25254.00,3784.79,14.99,,599.6,25254.00,1424.16,5.64,,599.6,25254.00,2604.48,10.31,,
601.0,25321.45,3900.10,15.40,,601.0,25321.45,1497.92,5.92,,601.0,25321.45,2699.01,10.66,,
602.4,25392.58,4018.73,15.83,,602.4,25392.58,1576.84,6.21,,602.4,25392.58,2797.79,11.02,,
603.9,25508.50,4130.30,16.19,,603.9,25508.50,1665.92,6.53,,603.9,25508.50,2898.11,11.36,,
605.3,25652.08,4245.50,16.55,,605.3,25652.08,1746.79,6.81,,605.3,25652.08,2996.15,11.68,,
606.7,25770.60,4363.92,16.93,,606.7,25770.60,1830.96,7.10,,606.7,25770.60,3097.44,12.02,,
608.1,26003.60,4487.10,17.26,,608.1,26003.60,1921.44,7.39,,608.1,26003.60,3204.27,12.32,,
609.5,26249.20,4610.05,17.56,,609.5,26249.20,2015.27,7.68,,609.5,26249.20,3312.66,12.62,,
610.9,26543.12,4737.92,17.85,,610.9,26543.12,2117.93,7.98,,610.9,26543.12,3427.93,12.91,,
612.3,26820.62,4865.13,18.14,,612.3,26820.62,2213.78,8.25,,612.3,26820.62,3539.46,13.20,,
613.7,27191.20,4997.41,18.38,,613.7,27191.20,2315.68,8.52,,613.7,27191.20,3656.55,13.45,,
615.1,27470.34,5111.42,18.61,,615.1,27470.34,2417.04,8.80,,615.1,27470.34,3764.23,13.70,,
616.5,27748.85,5222.03,18.82,,616.5,27748.85,2516.64,9.07,,616.5,27748.85,3869.34,13.94,,
617.9,28163.94,5370.94,19.07,,617.9,28163.94,2628.10,9.33,,617.9,28163.94,3999.52,14.20,,
619.3,28559.37,5523.77,19.34,,619.3,28559.37,2750.97,9.63,,619.3,28559.37,4137.37,14.49,,
620.7,29021.55,5697.07,19.63,,620.7,29021.55,2885.04,9.94,,620.7,29021.55,4291.06,14.79,,
622.1,29524.34,5764.89,19.53,,622.1,29524.34,2969.23,10.06,,622.1,29524.34,4367.06,14.79,,
623.5,30070.32,5787.89,19.25,,623.5,30070.32,3036.83,10.10,,623.5,30070.32,4412.36,14.67,,
624.9,30686.25,5843.99,19.04,,624.9,30686.25,3103.17,10.11,,624.9,30686.25,4473.58,14.58,,
626.3,31117.56,5902.78,18.97,,626.3,31117.56,3180.38,10.22,,626.3,31117.56,4541.58,14.59,,
627.7,30854.43,5901.29,19.13,,627.7,30854.43,3218.67,10.43,,627.7,30854.43,4559.98,14.78,,
629.1,30617.27,5968.24,19.49,,629.1,30617.27,3280.58,10.71,,629.1,30617.27,4624.41,15.10,,
630.5,30534.25,6081.24,19.92,,630.5,30534.25,3370.70,11.04,,630.5,30534.25,4725.97,15.48,,
631.9,30583.88,6210.04,20.30,,631.9,30583.88,3474.34,11.36,,631.9,30583.88,4842.19,15.83,,
633.3,30636.73,6322.50,20.64,,633.3,30636.73,3572.63,11.66,,633.3,30636.73,4947.57,16.15,,
634.7,30802.72,6437.78,20.90,,634.7,30802.72,3686.81,11.97,,634.7,30802.72,5062.30,16.43,,
636.1,30887.16,6499.06,21.04,,636.1,30887.16,3747.71,12.13,,636.1,30887.16,5123.39,16.59,,
637.5,30991.21,6538.16,21.10,,637.5,30991.21,3805.46,12.28,,637.5,30991.21,5171.81,16.69,,
638.9,31137.59,6563.93,21.08,,638.9,31137.59,3859.91,12.40,,638.9,31137.59,5211.92,16.74,,
640.2,31275.86,6579.14,21.04,,640.2,31275.86,3914.44,12.52,,640.2,31275.86,5246.79,16.78,,
641.6,31334.94,6571.66,20.97,,641.6,31334.94,3955.54,12.62,,641.6,31334.94,5263.60,16.80,,
643.0,31307.82,6525.78,20.84,,643.0,31307.82,3976.45,12.70,,643.0,31307.82,5251.12,16.77,,
644.4,31297.86,6474.16,20.69,,644.4,31297.86,3999.65,12.78,,644.4,31297.86,5236.91,16.73,,
645.8,31223.60,6401.21,20.50,,645.8,31223.60,4004.88,12.83,,645.8,31223.60,5203.05,16.66,,
647.2,31327.01,6357.78,20.29,,647.2,31327.01,4030.05,12.86,,647.2,31327.01,5193.92,16.58,,
648.5,31378.61,6325.47,20.16,,648.5,31378.61,4062.21,12.95,,648.5,31378.61,5193.84,16.55,,
649.9,31215.99,6267.53,20.08,,649.9,31215.99,4071.21,13.04,,649.9,31215.99,5169.37,16.56,,
651.3,31061.55,6252.60,20.13,,651.3,31061.55,4089.18,13.16,,651.3,31061.55,5170.89,16.65,,
652.7,30880.50,6239.34,20.20,,652.7,30880.50,4101.42,13.28,,652.7,30880.50,5170.38,16.74,,
654.1,30705.72,6017.16,19.60,,654.1,30705.72,3974.38,12.94,,654.1,30705.72,4995.77,16.27,,
655.5,30448.41,5759.86,18.92,,655.5,30448.41,3803.52,12.49,,655.5,30448.41,4781.69,15.70,,
656.8,30219.54,5515.02,18.25,,656.8,30219.54,3660.76,12.11,,656.8,30219.54,4587.89,15.18,,
658.2,30347.48,5347.84,17.62,,658.2,30347.48,3554.68,11.71,,658.2,30347.48,4451.26,14.67,,
659.6,30667.01,5219.21,17.02,,659.6,30667.01,3481.21,11.35,,659.6,30667.01,4350.21,14.19,,
660.9,30915.41,5104.18,16.51,,660.9,30915.41,3393.05,10.98,,660.9,30915.41,4248.62,13.74,,
662.3,31175.28,4964.95,15.93,,662.3,31175.28,3313.65,10.63,,662.3,31175.28,4139.30,13.28,,
663.7,31418.10,4815.72,15.33,,663.7,31418.10,3212.16,10.22,,663.7,31418.10,4013.94,12.78,,
665.0,31622.76,4672.30,14.78,,665.0,31622.76,3122.08,9.87,,665.0,31622.76,3897.19,12.32,,
666.4,31821.65,4547.13,14.29,,666.4,31821.65,3035.55,9.54,,666.4,31821.65,3791.34,11.91,,
667.8,32088.83,4445.38,13.85,,667.8,32088.83,2969.89,9.26,,667.8,32088.83,3707.64,11.55,,
669.1,32304.87,4354.21,13.48,,669.1,32304.87,2904.72,8.99,,669.1,32304.87,3629.47,11.24,,
670.5,32567.66,4279.45,13.14,,670.5,32567.66,2862.77,8.79,,670.5,32567.66,3571.11,10.97,,
671.9,32723.64,4223.62,12.91,,671.9,32723.64,2829.07,8.65,,671.9,32723.64,3526.35,10.78,,
673.2,32957.22,4208.61,12.77,,673.2,32957.22,2816.37,8.55,,673.2,32957.22,3512.49,10.66,,
674.6,33165.65,4208.64,12.69,,674.6,33165.65,2825.21,8.52,,674.6,33165.65,3516.93,10.60,,
676.0,33416.99,4253.60,12.73,,676.0,33416.99,2846.79,8.52,,676.0,33416.99,3550.20,10.62,,
677.3,33670.84,4322.40,12.84,,677.3,33670.84,2901.16,8.62,,677.3,33670.84,3611.78,10.73,,
678.7,33959.63,4438.70,13.07,,678.7,33959.63,2979.25,8.77,,678.7,33959.63,3708.98,10.92,,
680.0,34360.72,4619.24,13.44,,680.0,34360.72,3114.14,9.06,,680.0,34360.72,3866.69,11.25,,
681.4,34770.40,4875.84,14.02,,681.4,34770.40,3304.08,9.50,,681.4,34770.40,4089.96,11.76,,
682.8,35166.95,5222.49,14.85,,682.8,35166.95,3564.47,10.14,,682.8,35166.95,4393.48,12.49,,
684.1,35575.02,5687.14,15.99,,684.1,35575.02,3897.50,10.96,,684.1,35575.02,4792.32,13.47,,
685.5,35948.61,6250.34,17.39,,685.5,35948.61,4327.38,12.04,,685.5,35948.61,5288.86,14.71,,
686.8,36307.14,6932.28,19.09,,686.8,36307.14,4820.62,13.28,,686.8,36307.14,5876.45,16.19,,
688.2,36654.12,7686.68,20.97,,688.2,36654.12,5405.40,14.75,,688.2,36654.12,6546.04,17.86,,
689.5,36792.82,8519.70,23.16,,689.5,36792.82,6019.49,16.36,,689.5,36792.82,7269.60,19.76,,
690.9,36894.22,9396.06,25.47,,690.9,36894.22,6683.72,18.12,,690.9,36894.22,8039.89,21.79,,
692.2,37000.50,10297.92,27.83,,692.2,37000.50,7373.58,19.93,,692.2,37000.50,8835.75,23.88,,
693.6,37086.31,11225.38,30.27,,693.6,37086.31,8087.84,21.81,,693.6,37086.31,9656.61,26.04,,
