Wavelength,Reflectance
356.0,13.69
366.0,11.3
376.0,9.1
386.0,7.26
396.0,7.02
406.0,5.66
416.0,5.48
426.0,5.06
436.0,4.72
446.0,4.71
456.0,4.46
466.0,4.47
476.0,4.5
486.0,4.48
496.0,4.53
506.0,4.71
516.0,4.95
526.0,5.22
536.0,5.57
546.0,6.09
556.0,6.62
566.0,7.29
576.0,8.2
586.0,9.28
596.0,10.42
606.0,11.6
616.0,13.03
626.0,14.51
636.0,16.23
646.0,17.53
656.0,18.4
666.0,18.1
676.0,20.1
686.0,24.72
696.0,28.7
706.0,31.89
716.0,34.75
726.0,37.53
736.0,39.99
746.0,42.47
756.0,45.31
766.0,47.64
776.0,50.03
786.0,52.27
796.0,54.74
806.0,56.84
816.0,58.75
826.0,60.31
836.0,61.23
846.0,62.36
856.0,63.54
866.0,64.48
876.0,65.21
886.0,65.5
896.0,65.51
906.0,65.27
916.0,64.42
926.0,62.36
936.0,58.68
946.0,54.17
956.0,48.58
966.0,45.86
976.0,44.96
986.0,46.32
996.0,47.2
1006.0,49.11
1016.0,51.37
1026.0,53.73
1036.0,56.26
1046.0,58.42
1056.0,60.09
1066.0,61.02
1076.0,61.15
1086.0,60.35
1096.0,58.87
1106.0,57.02
1116.0,54.9
1126.0,51.34
1136.0,44.75
1146.0,37.32
1156.0,32.9
1166.0,31.26
1176.0,30.55
1186.0,30.0
1196.0,29.63
1206.0,29.68
1216.0,29.99
1226.0,30.52
1236.0,31.07
1246.0,31.48
1256.0,31.79
1266.0,31.82
1276.0,31.45
1286.0,30.68
1296.0,29.43
1306.0,27.63
1316.0,25.46
1326.0,22.99
1336.0,20.65
1346.0,18.67
1356.0,17.09
1366.0,15.63
1376.0,13.62
1386.0,11.03
1396.0,8.73
1406.0,7.33
1416.0,6.59
1426.0,6.22
1436.0,6.03
1446.0,5.94
1456.0,5.92
1466.0,5.96
1476.0,6.11
1486.0,6.37
1496.0,6.75
1506.0,6.84
1516.0,6.97
1526.0,7.24
1536.0,7.57
1546.0,7.91
1556.0,8.26
1566.0,8.54
1576.0,8.94
1586.0,9.21
1596.0,9.41
1606.0,9.64
1616.0,9.85
1626.0,10.09
1636.0,10.29
1646.0,10.46
1656.0,10.55
1666.0,10.6
1676.0,10.52
1686.0,10.39
1696.0,10.24
1706.0,10.01
1716.0,9.71
1726.0,9.35
1736.0,9.17
1746.0,8.96
1756.0,8.67
1766.0,8.47
1776.0,8.32
1786.0,8.14
1796.0,8.08
1806.0,8.06
1816.0,8.06
1826.0,8.06
1836.0,7.96
1846.0,7.86
1856.0,7.68
1866.0,7.06
1876.0,6.18
1886.0,5.42
1896.0,4.97
1906.0,4.15
1916.0,4.06
1926.0,3.94
1936.0,4.0
1946.0,4.11
1956.0,4.18
1966.0,4.12
1976.0,4.29
1986.0,4.31
1996.0,4.57
2006.0,4.42
2016.0,4.48
2026.0,4.56
2036.0,4.69
2046.0,4.76
2056.0,4.82
2066.0,4.88
2076.0,5.07
2086.0,5.06
2096.0,5.06
2106.0,5.14
2116.0,5.22
2126.0,5.35
2136.0,5.42
2146.0,5.53
2156.0,5.7
2166.0,5.55
2176.0,5.69
2186.0,5.59
2196.0,5.6
2206.0,5.65
2216.0,5.65
2226.0,5.43
2236.0,5.59
2246.0,5.6
2256.0,5.3
2266.0,5.16
2276.0,4.99
2286.0,5.09
2296.0,4.72
2306.0,4.7
2316.0,4.75
2326.0,4.86
2336.0,4.76
2346.0,4.44
2356.0,4.3
2366.0,4.57
2376.0,4.27
2386.0,4.44
2396.0,4.35
2406.0,3.87
2416.0,4.17
2426.0,3.86
2436.0,4.24
2446.0,4.33
2456.0,4.53
2466.0,3.9
2476.0,3.59
2486.0,3.65
2496.0,4.01
2506.0,4.36
