Wavelength,Reflectance
356.0,13.65
366.0,10.89
376.0,8.5
386.0,6.65
396.0,6.73
406.0,5.43
416.0,5.55
426.0,5.29
436.0,5.04
446.0,5.3
456.0,5.75
466.0,6.06
476.0,6.12
486.0,6.45
496.0,7.35
506.0,9.61
516.0,13.13
526.0,16.87
536.0,19.41
546.0,20.85
556.0,21.99
566.0,22.05
576.0,21.13
586.0,20.2
596.0,19.57
606.0,19.02
616.0,17.84
626.0,16.33
636.0,16.9
646.0,15.35
656.0,11.9
666.0,9.89
676.0,8.69
686.0,11.33
696.0,21.71
706.0,32.05
716.0,38.32
726.0,41.88
736.0,43.21
746.0,43.97
756.0,44.46
766.0,44.9
776.0,45.29
786.0,45.77
796.0,46.53
806.0,47.08
816.0,47.35
826.0,46.81
836.0,45.84
846.0,45.48
856.0,45.38
866.0,45.17
876.0,44.78
886.0,44.27
896.0,43.72
906.0,43.0
916.0,42.01
926.0,40.17
936.0,37.62
946.0,34.68
956.0,31.54
966.0,30.03
976.0,29.08
986.0,32.24
996.0,33.33
1006.0,34.61
1016.0,35.94
1026.0,37.49
1036.0,38.95
1046.0,40.27
1056.0,41.3
1066.0,41.84
1076.0,41.89
1086.0,41.42
1096.0,40.53
1106.0,39.45
1116.0,38.22
1126.0,36.25
1136.0,32.68
1146.0,28.64
1156.0,26.14
1166.0,25.19
1176.0,24.81
1186.0,24.53
1196.0,24.33
1206.0,24.38
1216.0,24.59
1226.0,24.93
1236.0,25.27
1246.0,25.53
1256.0,25.73
1266.0,25.8
1276.0,25.63
1286.0,25.19
1296.0,24.53
1306.0,23.56
1316.0,22.29
1326.0,20.79
1336.0,19.28
1346.0,18.0
1356.0,16.99
1366.0,15.83
1376.0,14.35
1386.0,12.14
1396.0,9.85
1406.0,8.23
1416.0,7.29
1426.0,6.82
1436.0,6.59
1446.0,6.52
1456.0,6.51
1466.0,6.6
1476.0,6.82
1486.0,7.18
1496.0,7.66
1506.0,8.0
1516.0,8.33
1526.0,8.62
1536.0,8.9
1546.0,9.2
1556.0,9.62
1566.0,10.12
1576.0,10.56
1586.0,10.86
1596.0,11.12
1606.0,11.4
1616.0,11.65
1626.0,11.88
1636.0,12.1
1646.0,12.27
1656.0,12.37
1666.0,12.41
1676.0,12.37
1686.0,12.22
1696.0,12.06
1706.0,11.8
1716.0,11.49
1726.0,11.18
1736.0,10.97
1746.0,10.8
1756.0,10.52
1766.0,10.3
1776.0,10.14
1786.0,10.01
1796.0,9.95
1806.0,9.96
1816.0,9.96
1826.0,9.95
1836.0,9.84
1846.0,9.59
1856.0,9.21
1866.0,8.59
1876.0,7.3
1886.0,6.11
1896.0,5.29
1906.0,3.45
1916.0,3.34
1926.0,3.29
1936.0,3.35
1946.0,3.36
1956.0,3.52
1966.0,3.62
1976.0,3.8
1986.0,3.9
1996.0,4.1
2006.0,4.28
2016.0,4.5
2026.0,4.62
2036.0,4.78
2046.0,4.91
2056.0,5.05
2066.0,5.08
2076.0,5.34
2086.0,5.47
2096.0,5.55
2106.0,5.75
2116.0,5.93
2126.0,6.07
2136.0,6.18
2146.0,6.33
2156.0,6.35
2166.0,6.5
2176.0,6.57
2186.0,6.58
2196.0,6.65
2206.0,6.68
2216.0,6.77
2226.0,6.52
2236.0,6.43
2246.0,6.34
2256.0,6.0
2266.0,5.98
2276.0,5.7
2286.0,5.51
2296.0,5.34
2306.0,4.98
2316.0,4.95
2326.0,4.98
2336.0,4.83
2346.0,4.87
2356.0,4.59
2366.0,4.63
2376.0,4.41
2386.0,4.4
2396.0,4.39
2406.0,4.09
2416.0,4.17
2426.0,3.85
2436.0,4.07
2446.0,3.69
2456.0,3.68
2466.0,3.43
2476.0,3.56
2486.0,3.22
2496.0,3.26
2506.0,2.9
