Wavelength,Reflectance
356.0,15.47
366.0,12.91
376.0,10.25
386.0,7.94
396.0,8.09
406.0,6.71
416.0,6.9
426.0,6.67
436.0,6.34
446.0,6.66
456.0,7.14
466.0,7.31
476.0,7.61
486.0,7.72
496.0,8.73
506.0,11.4
516.0,15.96
526.0,20.67
536.0,23.66
546.0,25.36
556.0,26.27
566.0,25.57
576.0,23.47
586.0,21.82
596.0,21.06
606.0,20.15
616.0,18.38
626.0,18.33
636.0,17.61
646.0,14.1
656.0,12.13
666.0,9.92
676.0,9.07
686.0,12.04
696.0,23.83
706.0,37.58
716.0,47.45
726.0,53.88
736.0,56.92
746.0,58.34
756.0,59.58
766.0,59.97
776.0,60.37
786.0,60.71
796.0,61.6
806.0,62.09
816.0,62.15
826.0,61.92
836.0,60.78
846.0,60.52
856.0,60.56
866.0,60.34
876.0,59.9
886.0,59.26
896.0,58.42
906.0,57.66
916.0,56.58
926.0,54.53
936.0,51.51
946.0,48.3
956.0,44.53
966.0,42.77
976.0,42.86
986.0,44.2
996.0,44.76
1006.0,45.8
1016.0,47.39
1026.0,49.0
1036.0,50.7
1046.0,52.15
1056.0,53.16
1066.0,53.64
1076.0,53.63
1086.0,53.02
1096.0,51.92
1106.0,50.66
1116.0,49.28
1126.0,46.95
1136.0,42.65
1146.0,37.78
1156.0,34.88
1166.0,33.79
1176.0,33.29
1186.0,32.87
1196.0,32.62
1206.0,32.67
1216.0,32.96
1226.0,33.41
1236.0,33.83
1246.0,34.15
1256.0,34.39
1266.0,34.41
1276.0,34.18
1286.0,33.64
1296.0,32.76
1306.0,31.44
1316.0,29.78
1326.0,27.79
1336.0,25.88
1346.0,24.15
1356.0,22.76
1366.0,21.28
1376.0,19.05
1386.0,15.85
1396.0,12.61
1406.0,10.37
1416.0,9.1
1426.0,8.45
1436.0,8.18
1446.0,8.05
1456.0,8.04
1466.0,8.17
1476.0,8.48
1486.0,9.03
1496.0,9.72
1506.0,10.15
1516.0,10.58
1526.0,11.02
1536.0,11.47
1546.0,12.14
1556.0,12.77
1566.0,13.28
1576.0,13.9
1586.0,14.35
1596.0,14.73
1606.0,15.1
1616.0,15.44
1626.0,15.78
1636.0,16.07
1646.0,16.3
1656.0,16.45
1666.0,16.54
1676.0,16.51
1686.0,16.32
1696.0,16.04
1706.0,15.65
1716.0,15.21
1726.0,14.73
1736.0,14.5
1746.0,14.22
1756.0,13.8
1766.0,13.45
1776.0,13.25
1786.0,13.08
1796.0,13.0
1806.0,13.02
1816.0,13.05
1826.0,13.03
1836.0,12.88
1846.0,12.49
1856.0,11.77
1866.0,10.79
1876.0,9.12
1886.0,7.36
1896.0,6.33
1906.0,3.83
1916.0,3.69
1926.0,3.61
1936.0,3.66
1946.0,3.75
1956.0,3.92
1966.0,4.09
1976.0,4.33
1986.0,4.52
1996.0,4.79
2006.0,5.03
2016.0,5.29
2026.0,5.57
2036.0,5.76
2046.0,5.97
2056.0,6.19
2066.0,6.31
2076.0,6.65
2086.0,6.82
2096.0,7.05
2106.0,7.29
2116.0,7.48
2126.0,7.76
2136.0,7.92
2146.0,8.14
2156.0,8.22
2166.0,8.35
2176.0,8.41
2186.0,8.55
2196.0,8.55
2206.0,8.54
2216.0,8.51
2226.0,8.36
2236.0,8.27
2246.0,8.03
2256.0,7.68
2266.0,7.38
2276.0,7.18
2286.0,6.9
2296.0,6.46
2306.0,6.15
2316.0,6.03
2326.0,6.05
2336.0,5.92
2346.0,5.54
2356.0,5.41
2366.0,5.24
2376.0,5.22
2386.0,4.99
2396.0,4.82
2406.0,4.57
2416.0,4.64
2426.0,4.43
2436.0,4.44
2446.0,4.07
2456.0,4.0
2466.0,3.82
2476.0,3.91
2486.0,3.69
2496.0,3.88
2506.0,3.5
