Wavelength,Reflectance
356.0,26.85
366.0,21.05
376.0,16.68
386.0,13.35
396.0,12.7
406.0,10.75
416.0,10.63
426.0,10.19
436.0,9.69
446.0,9.64
456.0,9.41
466.0,9.37
476.0,9.37
486.0,9.0
496.0,9.19
506.0,9.91
516.0,11.03
526.0,12.25
536.0,13.14
546.0,13.91
556.0,14.69
566.0,15.86
576.0,17.59
586.0,20.12
596.0,23.15
606.0,26.31
616.0,28.92
626.0,30.69
636.0,33.83
646.0,31.3
656.0,27.31
666.0,24.33
676.0,22.8
686.0,31.05
696.0,53.33
706.0,69.71
716.0,78.27
726.0,82.95
736.0,84.59
746.0,85.52
756.0,86.4
766.0,86.98
776.0,87.62
786.0,88.44
796.0,89.76
806.0,90.58
816.0,90.93
826.0,90.34
836.0,88.93
846.0,88.3
856.0,88.09
866.0,87.71
876.0,87.16
886.0,86.49
896.0,85.4
906.0,84.29
916.0,82.75
926.0,80.07
936.0,75.94
946.0,71.37
956.0,65.96
966.0,63.23
976.0,61.83
986.0,65.04
996.0,66.76
1006.0,68.63
1016.0,70.69
1026.0,73.1
1036.0,75.32
1046.0,77.43
1056.0,79.05
1066.0,79.93
1076.0,80.08
1086.0,79.38
1096.0,78.12
1106.0,76.4
1116.0,74.44
1126.0,71.36
1136.0,65.48
1146.0,58.7
1156.0,54.32
1166.0,52.42
1176.0,51.56
1186.0,50.82
1196.0,50.45
1206.0,50.4
1216.0,50.76
1226.0,51.48
1236.0,52.11
1246.0,52.65
1256.0,53.0
1266.0,53.21
1276.0,52.93
1286.0,52.28
1296.0,51.17
1306.0,49.49
1316.0,47.28
1326.0,44.57
1336.0,41.78
1346.0,39.39
1356.0,37.45
1366.0,35.24
1376.0,32.24
1386.0,27.54
1396.0,22.33
1406.0,18.37
1416.0,16.01
1426.0,14.77
1436.0,14.16
1446.0,13.93
1456.0,13.83
1466.0,13.98
1476.0,14.44
1486.0,15.25
1496.0,16.26
1506.0,17.03
1516.0,17.56
1526.0,18.48
1536.0,19.14
1546.0,20.01
1556.0,20.94
1566.0,21.71
1576.0,22.6
1586.0,23.29
1596.0,23.8
1606.0,24.41
1616.0,24.98
1626.0,25.49
1636.0,25.95
1646.0,26.32
1656.0,26.52
1666.0,26.62
1676.0,26.5
1686.0,26.22
1696.0,25.84
1706.0,25.34
1716.0,24.69
1726.0,24.04
1736.0,23.66
1746.0,23.3
1756.0,22.73
1766.0,22.27
1776.0,22.0
1786.0,21.77
1796.0,21.68
1806.0,21.78
1816.0,21.84
1826.0,21.91
1836.0,21.74
1846.0,21.28
1856.0,20.46
1866.0,18.57
1876.0,15.54
1886.0,12.58
1896.0,10.85
1906.0,7.61
1916.0,7.28
1926.0,7.12
1936.0,7.08
1946.0,7.23
1956.0,7.42
1966.0,7.76
1976.0,7.96
1986.0,8.18
1996.0,8.67
2006.0,8.96
2016.0,9.21
2026.0,9.54
2036.0,9.68
2046.0,9.97
2056.0,10.26
2066.0,10.43
2076.0,10.73
2086.0,10.96
2096.0,11.24
2106.0,11.44
2116.0,11.83
2126.0,12.28
2136.0,12.18
2146.0,12.69
2156.0,12.79
2166.0,13.3
2176.0,13.26
2186.0,13.53
2196.0,13.47
2206.0,13.64
2216.0,13.7
2226.0,13.54
2236.0,13.51
2246.0,13.29
2256.0,12.4
2266.0,12.05
2276.0,11.73
2286.0,11.28
2296.0,10.92
2306.0,10.3
2316.0,10.34
2326.0,10.33
2336.0,10.19
2346.0,9.65
2356.0,9.49
2366.0,9.36
2376.0,9.04
2386.0,9.08
2396.0,8.7
2406.0,8.16
2416.0,8.48
2426.0,7.9
2436.0,7.99
2446.0,7.78
2456.0,7.3
2466.0,6.71
2476.0,7.29
2486.0,7.16
2496.0,6.88
2506.0,6.7
