Wavelength,Reflectance
/***,***/
346.0,40.93
347.0,40.36
348.0,39.42
349.0,38.53
350.0,37.68
351.0,36.86
352.0,36.05
353.0,35.20
354.0,34.29
355.0,34.05
356.0,33.72
357.0,32.86
358.0,32.48
359.0,32.24
360.0,31.81
361.0,30.84
362.0,29.64
363.0,29.48
364.0,29.24
365.0,28.94
366.0,28.67
367.0,28.24
368.0,27.59
369.0,26.88
370.0,26.14
371.0,25.41
372.0,25.06
373.0,24.79
374.0,24.25
375.0,23.83
376.0,23.52
377.0,23.56
378.0,23.18
379.0,22.53
380.0,22.44
381.0,22.16
382.0,21.70
383.0,21.45
384.0,21.20
385.0,20.89
386.0,20.53
387.0,20.32
388.0,20.44
389.0,20.39
390.0,20.30
391.0,20.25
392.0,20.44
393.0,20.73
394.0,21.17
395.0,21.47
396.0,21.61
397.0,21.32
398.0,21.06
399.0,20.80
400.0,20.36
401.0,20.00
402.0,19.72
403.0,19.68
404.0,19.60
405.0,19.40
406.0,19.34
407.0,19.25
408.0,19.06
409.0,19.00
410.0,19.02
411.0,19.10
412.0,19.18
413.0,19.23
414.0,19.19
415.0,19.16
416.0,19.15
417.0,19.18
418.0,19.15
419.0,19.07
420.0,18.86
421.0,18.78
422.0,18.79
423.0,18.75
424.0,18.64
425.0,18.46
426.0,18.25
427.0,18.11
428.0,18.03
429.0,17.86
430.0,17.70
431.0,17.56
432.0,17.47
433.0,17.42
434.0,17.41
435.0,17.38
436.0,17.35
437.0,17.34
438.0,17.36
439.0,17.42
440.0,17.52
441.0,17.65
442.0,17.80
443.0,17.97
444.0,18.15
445.0,18.36
446.0,18.64
447.0,18.97
448.0,19.26
449.0,19.45
450.0,19.62
451.0,19.77
452.0,19.88
453.0,20.08
454.0,20.27
455.0,20.38
456.0,20.47
457.0,20.54
458.0,20.59
459.0,20.63
460.0,20.68
461.0,20.78
462.0,20.80
463.0,20.80
464.0,20.84
465.0,20.86
466.0,20.89
467.0,20.94
468.0,21.00
469.0,21.12
470.0,21.34
471.0,21.49
472.0,21.53
473.0,21.35
474.0,21.16
475.0,21.07
476.0,21.14
477.0,21.29
478.0,21.43
479.0,21.54
480.0,21.63
481.0,21.72
482.0,21.79
483.0,21.86
484.0,21.96
485.0,22.10
486.0,22.22
487.0,22.38
488.0,22.60
489.0,22.85
490.0,23.11
491.0,23.39
492.0,23.77
493.0,24.16
494.0,24.57
495.0,25.10
496.0,25.64
497.0,26.17
498.0,26.74
499.0,27.39
500.0,28.09
501.0,28.82
502.0,29.62
503.0,30.47
504.0,31.32
505.0,32.23
506.0,33.16
507.0,34.17
508.0,35.19
509.0,36.23
510.0,37.29
511.0,38.42
512.0,39.55
513.0,40.63
514.0,41.70
515.0,42.81
516.0,43.99
517.0,45.09
518.0,46.18
519.0,47.27
520.0,48.33
521.0,49.39
522.0,50.44
523.0,51.40
524.0,52.36
525.0,53.29
526.0,54.10
527.0,54.84
528.0,55.55
529.0,56.25
530.0,56.87
531.0,57.46
532.0,58.00
533.0,58.47
534.0,58.92
535.0,59.37
536.0,59.71
537.0,60.05
538.0,60.37
539.0,60.66
540.0,60.92
541.0,61.14
542.0,61.31
543.0,61.45
544.0,61.60
545.0,61.83
546.0,62.04
547.0,62.23
548.0,62.38
549.0,62.51
550.0,62.60
551.0,62.67
552.0,62.74
553.0,62.78
554.0,62.80
555.0,62.75
556.0,62.68
557.0,62.60
558.0,62.50
559.0,62.38
560.0,62.25
561.0,62.11
562.0,61.99
563.0,61.85
564.0,61.68
565.0,61.49
566.0,61.28
567.0,61.04
568.0,60.78
569.0,60.48
570.0,60.15
571.0,59.81
572.0,59.47
573.0,59.12
574.0,58.77
575.0,58.42
576.0,58.10
577.0,57.81
578.0,57.53
579.0,57.25
580.0,56.99
581.0,56.72
582.0,56.48
583.0,56.25
584.0,56.02
585.0,55.76
586.0,55.51
587.0,55.26
588.0,55.04
