Wavelength,Reflectance
/***,***/
346.0,36.73
347.0,36.25
348.0,35.40
349.0,34.12
350.0,32.98
351.0,31.94
352.0,32.20
353.0,32.12
354.0,31.38
355.0,30.05
356.0,28.85
357.0,28.12
358.0,28.39
359.0,28.70
360.0,27.69
361.0,27.12
362.0,26.82
363.0,26.69
364.0,26.31
365.0,25.71
366.0,25.03
367.0,24.18
368.0,23.13
369.0,22.66
370.0,22.27
371.0,21.73
372.0,21.44
373.0,21.16
374.0,20.55
375.0,20.27
376.0,20.18
377.0,19.97
378.0,19.46
379.0,18.78
380.0,18.30
381.0,17.93
382.0,17.67
383.0,17.31
384.0,16.97
385.0,16.69
386.0,16.29
387.0,15.98
388.0,15.95
389.0,15.85
390.0,15.73
391.0,15.58
392.0,15.58
393.0,15.64
394.0,15.67
395.0,15.91
396.0,16.25
397.0,16.21
398.0,15.91
399.0,15.38
400.0,15.11
401.0,14.76
402.0,14.29
403.0,14.08
404.0,13.95
405.0,13.88
406.0,13.77
407.0,13.70
408.0,13.73
409.0,13.68
410.0,13.62
411.0,13.61
412.0,13.70
413.0,13.83
414.0,14.05
415.0,14.00
416.0,13.90
417.0,14.00
418.0,14.08
419.0,14.13
420.0,14.03
421.0,14.03
422.0,14.08
423.0,13.96
424.0,13.83
425.0,13.69
426.0,13.66
427.0,13.57
428.0,13.41
429.0,13.36
430.0,13.33
431.0,13.30
432.0,13.14
433.0,13.05
434.0,13.08
435.0,13.04
436.0,13.03
437.0,13.08
438.0,13.09
439.0,13.11
440.0,13.17
441.0,13.23
442.0,13.30
443.0,13.37
444.0,13.47
445.0,13.58
446.0,13.74
447.0,13.90
448.0,14.08
449.0,14.26
450.0,14.34
451.0,14.39
452.0,14.45
453.0,14.52
454.0,14.58
455.0,14.61
456.0,14.66
457.0,14.72
458.0,14.77
459.0,14.83
460.0,14.86
461.0,14.87
462.0,14.86
463.0,14.87
464.0,14.90
465.0,14.94
466.0,14.99
467.0,15.06
468.0,15.05
469.0,15.08
470.0,15.22
471.0,15.38
472.0,15.51
473.0,15.55
474.0,15.43
475.0,15.31
476.0,15.22
477.0,15.25
478.0,15.30
479.0,15.36
480.0,15.38
481.0,15.41
482.0,15.46
483.0,15.53
484.0,15.60
485.0,15.67
486.0,15.74
487.0,15.83
488.0,15.96
489.0,16.08
490.0,16.24
491.0,16.44
492.0,16.62
493.0,16.84
